mp_id,formula,XYZ
mp-978987,SrGe3Pd,ABC3
mp-981132,TbGeO3,ABC3
mp-1017580,KMgH3,ABC3
mp-1017629,MgNiH3,ABC3
mp-1018646,YbH3Pd,ABC3
mp-1068746,TlHPd3,ABC3
mp-1147705,RbInH3,ABC3
mp-1178894,VHO3,ABC3
mp-1195796,TeHO3,ABC3
mp-1207079,SrH3Pd,ABC3
mp-1210555,Mn3SnH,ABC3
mp-1220590,Nb3SnH,ABC3
mp-1224772,HNO3,ABC3
mp-23730,NaMgH3,ABC3
mp-23738,RbMgH3,ABC3
mp-23963,HIO3,ABC3
mp-27669,HS3N,ABC3
mp-28538,SiH3I,ABC3
mp-28695,KSiH3,ABC3
mp-29658,ZrNiH3,ABC3
mp-33753,TaHO3,ABC3
mp-33932,NbHO3,ABC3
mp-625258,VHO3,ABC3
mp-625407,VHO3,ABC3
mp-625630,TeHO3,ABC3
mp-625657,TeHO3,ABC3
mp-625856,TeHO3,ABC3
mp-625913,TeHO3,ABC3
mp-626218,SbHO3,ABC3
mp-626534,H3NO,ABC3
mp-626536,NbHO3,ABC3
mp-626542,H3NO,ABC3
mp-626543,H3NO,ABC3
mp-627684,VHO3,ABC3
mp-644483,Ti3SnH,ABC3
mp-696216,HS3N,ABC3
mp-706654,HS3N,ABC3
mp-1014252,Hf3ZnN,ABC3
mp-1016819,HfZnO3,ABC3
mp-1016825,HfMgO3,ABC3
mp-1016841,HfHgO3,ABC3
mp-1018647,YbNiH3,ABC3
mp-1184669,HfNpO3,ABC3
mp-1186747,PrHfO3,ABC3
mp-1208643,SrHfS3,ABC3
mp-1221516,MoHO3,ABC3
mp-13108,SrHfO3,ABC3
mp-13109,SrHfO3,ABC3
mp-22535,HfPbO3,ABC3
mp-22734,HfPbO3,ABC3
mp-23736,LiMgH3,ABC3
mp-23737,KMgH3,ABC3
mp-24419,SrLiH3,ABC3
mp-3378,SrHfO3,ABC3
mp-3721,SrHfO3,ABC3
mp-550908,SrHfO3,ABC3
mp-625654,TeHO3,ABC3
mp-627209,VHO3,ABC3
mp-754657,HfMnO3,ABC3
mp-755462,PrHfO3,ABC3
mp-755790,HfPbO3,ABC3
mp-776083,HfSnO3,ABC3
mp-998227,KHfO3,ABC3
mp-1016831,HgIrO3,ABC3
mp-1016837,SnHgO3,ABC3
mp-1016842,TiHgO3,ABC3
mp-1016874,SiHgO3,ABC3
mp-1016877,HgRhO3,ABC3
mp-1016938,VHgO3,ABC3
mp-1178219,HfNiO3,ABC3
mp-1184597,HfThO3,ABC3
mp-1185882,MgHgO3,ABC3
mp-1186320,NpHgO3,ABC3
mp-1186886,RbHgO3,ABC3
mp-1187530,TlHgO3,ABC3
mp-1187745,UHgO3,ABC3
mp-1190406,KHgI3,ABC3
mp-1197269,HgNO3,ABC3
mp-1200893,HgSN3,ABC3
mp-1206402,Mn3HgN,ABC3
mp-1218256,SrIn3Hg,ABC3
mp-22147,HfPbS3,ABC3
mp-27178,HgPS3,ABC3
mp-29188,VHgO3,ABC3
mp-4551,SrHfO3,ABC3
mp-4673,SrHfO3,ABC3
mp-542289,HgNO3,ABC3
mp-557224,HgSeO3,ABC3
mp-669414,HfPbO3,ABC3
mp-7293,HgPSe3,ABC3
mp-780387,YbHfO3,ABC3
mp-8725,HfSnS3,ABC3
mp-1016840,HgOsO3,ABC3
mp-1016851,HgRuO3,ABC3
mp-1016871,ZrHgO3,ABC3
mp-1069461,HoSi3Ir,ABC3
mp-10798,HgSeO3,ABC3
mp-1080187,MnHgO3,ABC3
mp-1178178,HoTmO3,ABC3
mp-1184813,HoSiO3,ABC3
mp-1184944,KHoO3,ABC3
mp-1186395,PaHgO3,ABC3
mp-1189393,HoScS3,ABC3
mp-1207180,HoSbO3,ABC3
mp-1224261,HoUTe3,ABC3
mp-1232139,HoMgS3,ABC3
mp-1232140,HoMgSe3,ABC3
mp-13554,SnHgO3,ABC3
mp-18974,HoNiO3,ABC3
mp-19024,HoVO3,ABC3
mp-19056,HoMnO3,ABC3
mp-22081,HoMnO3,ABC3
mp-28318,HgTeO3,ABC3
mp-755236,HoTiO3,ABC3
mp-7607,TiHgO3,ABC3
mp-768267,HoInO3,ABC3
mp-768889,YHoO3,ABC3
mp-770413,LaHoO3,ABC3
mp-770472,HoLuO3,ABC3
mp-776984,HoInO3,ABC3
mp-9228,HgSeO3,ABC3
mp-971975,SrHgO3,ABC3
mp-971996,SrHoO3,ABC3
mp-973818,LiHoO3,ABC3
mp-975296,RbHoO3,ABC3
mp-1080052,LiIO3,ABC3
mp-1080058,KIO3,ABC3
mp-1080184,LaIO3,ABC3
mp-1097015,KSnI3,ABC3
mp-1111684,KTlI3,ABC3
mp-1114383,RbTlI3,ABC3
mp-1114487,RbInI3,ABC3
mp-1180816,KIO3,ABC3
mp-1181075,INO3,ABC3
mp-1184833,HoRhO3,ABC3
mp-1193069,HoMnO3,ABC3
mp-1200675,KIO3,ABC3
mp-1205533,TlSnI3,ABC3
mp-1205548,KSrI3,ABC3
mp-1205862,RbSrI3,ABC3
mp-1206621,KYbI3,ABC3
mp-1206676,RbSmI3,ABC3
mp-1209132,RbTmI3,ABC3
mp-1211900,K3SI,ABC3
mp-1212108,HoRhO3,ABC3
mp-22955,LiIO3,ABC3
mp-22981,TlIO3,ABC3
mp-22989,NaIO3,ABC3
mp-22994,LiIO3,ABC3
mp-23443,MnTlI3,ABC3
mp-27193,RbIO3,ABC3
mp-27812,RbTiI3,ABC3
mp-28573,WI3O,ABC3
mp-28835,LiScI3,ABC3
mp-29019,Rb3IO,ABC3
mp-29405,RbSnI3,ABC3
mp-31057,Ho3InN,ABC3
mp-31121,HoScO3,ABC3
mp-540924,NbTeI3,ABC3
mp-541817,NbSeI3,ABC3
mp-545343,LiIO3,ABC3
mp-545825,NaIO3,ABC3
mp-546200,TlIO3,ABC3
mp-546285,NbI3O,ABC3
mp-552729,KIO3,ABC3
mp-555562,LiIO3,ABC3
mp-558843,KIO3,ABC3
mp-568796,RbYbI3,ABC3
mp-570303,KTmI3,ABC3
mp-640578,KTiI3,ABC3
mp-672346,RbVI3,ABC3
mp-754661,INO3,ABC3
mp-755717,SmHoO3,ABC3
mp-755740,TbHoO3,ABC3
mp-756166,LaHoO3,ABC3
mp-973977,HoSnO3,ABC3
mp-1070713,InNi3N,ABC3
mp-1101263,TmInO3,ABC3
mp-1112169,KInI3,ABC3
mp-11733,Lu3InN,ABC3
mp-1184751,InSiO3,ABC3
mp-1184765,InSbO3,ABC3
mp-1186316,NdInO3,ABC3
mp-1186597,PmInO3,ABC3
mp-1187260,TaInO3,ABC3
mp-1193141,MnInO3,ABC3
mp-1209166,RbTmI3,ABC3
mp-1211504,KPbI3,ABC3
mp-1223446,KIO3,ABC3
mp-1232299,MgInS3,ABC3
mp-19716,Sm3InN,ABC3
mp-19847,Tm3InN,ABC3
mp-20999,La3InN,ABC3
mp-21022,Nd3InN,ABC3
mp-21365,InSbS3,ABC3
mp-23384,LiIO3,ABC3
mp-23487,KIO3,ABC3
mp-23517,RbPbI3,ABC3
mp-27552,TlPbI3,ABC3
mp-28171,K3IO,ABC3
mp-504607,YInO3,ABC3
mp-559252,NaIO3,ABC3
mp-567931,InSiTe3,ABC3
mp-752437,SmInO3,ABC3
mp-755138,NdInO3,ABC3
mp-769263,TbInO3,ABC3
mp-769398,Na3IO,ABC3
mp-974734,KInO3,ABC3
mp-1105819,InRhO3,ABC3
mp-11623,LaInO3,ABC3
mp-1184773,InPtO3,ABC3
mp-1184799,InOsO3,ABC3
mp-1185889,MgInO3,ABC3
mp-1186138,NaInO3,ABC3
mp-1186797,PuInO3,ABC3
mp-1187569,YbInO3,ABC3
mp-1193780,MnInO3,ABC3
mp-1203220,InRhO3,ABC3
mp-1209783,SmIn3Pt,ABC3
mp-1211193,PrIn3Pt,ABC3
mp-1212011,InSbSe3,ABC3
mp-1212207,InRhO3,ABC3
mp-1212693,NdIn3Pt,ABC3
mp-1217777,SrZnIn3,ABC3
mp-1237970,MgInSe3,ABC3
mp-19769,Tb3InN,ABC3
mp-20990,Pr3InN,ABC3
mp-21135,Pr3InO,ABC3
mp-31055,Sc3InN,ABC3
mp-550807,MnInO3,ABC3
mp-571443,SrMgIn3,ABC3
mp-574250,InSiTe3,ABC3
mp-623448,Nd3InN,ABC3
mp-768358,ScInO3,ABC3
mp-972021,SrInO3,ABC3
mp-975299,RbInO3,ABC3
mp-1016826,MgIrO3,ABC3
mp-1016848,SrIrO3,ABC3
mp-1016926,ZnIrO3,ABC3
mp-1068256,USi3Ir,ABC3
mp-1068587,YSi3Ir,ABC3
mp-1068588,TbSi3Ir,ABC3
mp-1068639,SmSi3Ir,ABC3
mp-1068869,ThSi3Ir,ABC3
mp-1070369,NdSi3Ir,ABC3
mp-1079568,NaIrO3,ABC3
mp-1187781,UIrO3,ABC3
mp-1193907,SrIrO3,ABC3
mp-17097,SrIrO3,ABC3
mp-20330,Mn3SiIr,ABC3
mp-21233,Ti3InN,ABC3
mp-22502,Mn3IrN,ABC3
mp-2914,LaSi3Ir,ABC3
mp-639811,KIrO3,ABC3
mp-972116,VIrO3,ABC3
mp-975284,RbIrO3,ABC3
mp-975596,PuIrO3,ABC3
mp-1040469,KMoO3,ABC3
mp-1076633,KVO3,ABC3
mp-1180658,KTiO3,ABC3
mp-1180714,KSbO3,ABC3
mp-1184945,KYO3,ABC3
mp-1184946,KZnO3,ABC3
mp-1184948,KMnO3,ABC3
mp-1184950,KZrO3,ABC3
mp-1184957,KRbO3,ABC3
mp-1184960,KMgO3,ABC3
mp-1185015,KNpO3,ABC3
mp-1196581,KPO3,ABC3
mp-1199261,KSiO3,ABC3
mp-1206970,KPaO3,ABC3
mp-1223439,KPO3,ABC3
mp-13981,KPO3,ABC3
mp-18815,KVO3,ABC3
mp-3614,KTaO3,ABC3
mp-36903,KNO3,ABC3
mp-5039,KPO3,ABC3
mp-5158,KNO3,ABC3
mp-547792,KSbO3,ABC3
mp-557880,KPO3,ABC3
mp-568318,KTaTe3,ABC3
mp-569702,KPSe3,ABC3
mp-571452,KPSe3,ABC3
mp-672644,KNO3,ABC3
mp-675156,K3NO,ABC3
mp-675625,KNO3,ABC3
mp-675976,KPO3,ABC3
mp-676851,KNO3,ABC3
mp-6920,KNO3,ABC3
mp-7375,KNbO3,ABC3
mp-760376,KTiO3,ABC3
mp-8267,KPS3,ABC3
mp-863708,KPuO3,ABC3
mp-935811,KNbO3,ABC3
mp-9475,KNO3,ABC3
mp-972985,KPdO3,ABC3
mp-973267,KTcO3,ABC3
mp-973958,KRuO3,ABC3
mp-973960,KScO3,ABC3
mp-973968,KNaO3,ABC3
mp-974061,KSiO3,ABC3
mp-974842,KPtO3,ABC3
mp-975134,KRhO3,ABC3
mp-984454,KTlO3,ABC3
mp-1020193,KNO3,ABC3
mp-1040472,KWO3,ABC3
mp-1069594,LaSi3Ru,ABC3
mp-1075921,LaNiO3,ABC3
mp-1079672,KSnN3,ABC3
mp-1096800,LaScO3,ABC3
mp-1180700,LaMnO3,ABC3
mp-1184935,KPbO3,ABC3
mp-1184939,KLiO3,ABC3
mp-1184940,KTeO3,ABC3
mp-1184941,KLuO3,ABC3
mp-1184949,KTmO3,ABC3
mp-1184953,KYbO3,ABC3
mp-1184959,KSrO3,ABC3
mp-1185009,KOsO3,ABC3
mp-1185084,LaPtO3,ABC3
mp-1185357,LiLaO3,ABC3
mp-1198795,KSiO3,ABC3
mp-1200447,LaYS3,ABC3
mp-1211432,LaVSb3,ABC3
mp-1273223,LaMnO3,ABC3
mp-1278230,LaMnO3,ABC3
mp-1278693,LaMnO3,ABC3
mp-1281528,LaMnO3,ABC3
mp-1296868,LaMnO3,ABC3
mp-13374,LaTmO3,ABC3
mp-14607,KSbO3,ABC3
mp-16293,KSbO3,ABC3
mp-19025,LaMnO3,ABC3
mp-19157,LaMnO3,ABC3
mp-19168,LaMnO3,ABC3
mp-20472,LaRuO3,ABC3
mp-21106,LaYbS3,ABC3
mp-22220,LaLuO3,ABC3
mp-4126,KUO3,ABC3
mp-4342,KNbO3,ABC3
mp-5163,LaRhO3,ABC3
mp-5246,KNbO3,ABC3
mp-541581,KSO3,ABC3
mp-557985,KPO3,ABC3
mp-558546,KSO3,ABC3
mp-635067,KSbO3,ABC3
mp-645158,LaMnO3,ABC3
mp-684002,LaYbS3,ABC3
mp-695836,KSbO3,ABC3
mp-778450,LaSmO3,ABC3
mp-8215,LaYbS3,ABC3
mp-973471,KReO3,ABC3
mp-981313,KTbO3,ABC3
mp-989403,LaVN3,ABC3
mp-989515,LaMoN3,ABC3
mp-989524,LaWN3,ABC3
mp-989552,LaMoN3,ABC3
mp-989564,LaOsN3,ABC3
mp-989581,LaReN3,ABC3
mp-989589,LaMnN3,ABC3
mp-989593,LaTcN3,ABC3
mp-989603,LaMoN3,ABC3
mp-989607,LaOsN3,ABC3
mp-989619,LaTcN3,ABC3
mp-989626,LaWN3,ABC3
mp-989630,LaWN3,ABC3
mp-989631,LaMoN3,ABC3
mp-989646,LaWN3,ABC3
mp-10429,LaYO3,ABC3
mp-1069882,LaSi3Os,ABC3
mp-1070124,LaSi3Rh,ABC3
mp-1106374,LaLuS3,ABC3
mp-11784,LaYbSe3,ABC3
mp-1184964,LaMgO3,ABC3
mp-1184965,LaZnO3,ABC3
mp-1185065,LaZrO3,ABC3
mp-1185122,LaSnO3,ABC3
mp-1188442,LaYbS3,ABC3
mp-1190131,LaScS3,ABC3
mp-1199053,LaTmS3,ABC3
mp-1205375,LaMnO3,ABC3
mp-1206994,La3SnN,ABC3
mp-1211380,LaVS3,ABC3
mp-1211414,LaTiS3,ABC3
mp-1211524,LaSb3Pd,ABC3
mp-1222966,LaSbSe3,ABC3
mp-1232143,LaMgSe3,ABC3
mp-1232371,LaSiP3,ABC3
mp-1232374,LaSiP3,ABC3
mp-1238931,LaMgS3,ABC3
mp-1239192,LaTaO3,ABC3
mp-1273891,LaMnO3,ABC3
mp-1280984,LaMnO3,ABC3
mp-1281638,LaMnO3,ABC3
mp-1284950,LaNiO3,ABC3
mp-1298361,LaNiO3,ABC3
mp-1298975,LaMnO3,ABC3
mp-16415,LaPdO3,ABC3
mp-17554,LaMnO3,ABC3
mp-19053,LaVO3,ABC3
mp-19339,LaNiO3,ABC3
mp-19350,LaVO3,ABC3
mp-22013,LaTiO3,ABC3
mp-22530,LaYbO3,ABC3
mp-29257,LaTlO3,ABC3
mp-30756,LaSn3Ru,ABC3
mp-31116,LaScO3,ABC3
mp-556841,LaTmS3,ABC3
mp-566602,LaMnO3,ABC3
mp-569538,LaNiSb3,ABC3
mp-674361,LiNbO3,ABC3
mp-8020,LaTiO3,ABC3
mp-989406,LaTcN3,ABC3
mp-989455,LaWN3,ABC3
mp-989497,LaWN3,ABC3
mp-989534,LaMoN3,ABC3
mp-989554,LaMnN3,ABC3
mp-989588,LaOsN3,ABC3
mp-989601,LaWN3,ABC3
mp-989602,LaReN3,ABC3
mp-989614,LaReN3,ABC3
mp-989620,LaTaN3,ABC3
mp-989621,LaOsN3,ABC3
mp-989632,LaOsN3,ABC3
mp-989633,LaWN3,ABC3
mp-989641,LaOsN3,ABC3
mp-1176521,LiVO3,ABC3
mp-1185263,LiPaO3,ABC3
mp-1185420,LiRuO3,ABC3
mp-1187183,SrLiO3,ABC3
mp-1211104,LiSeO3,ABC3
mp-19373,LiVO3,ABC3
mp-20747,LiSi3Pd,ABC3
mp-3666,LiTaO3,ABC3
mp-4995,LiSbO3,ABC3
mp-686057,LiNbO3,ABC3
mp-754345,LiTaO3,ABC3
mp-755559,LiNbO3,ABC3
mp-770932,LiSbO3,ABC3
mp-776108,LiNbO3,ABC3
mp-976331,LiLuO3,ABC3
mp-1078358,LiOsO3,ABC3
mp-1078377,LiNbO3,ABC3
mp-1094130,LiNO3,ABC3
mp-1185356,LiMgO3,ABC3
mp-1185417,LiYbO3,ABC3
mp-685413,LiNbO3,ABC3
mp-696822,LiNO3,ABC3
mp-752636,LiSbO3,ABC3
mp-756951,LiSbO3,ABC3
mp-8007,LiUO3,ABC3
mp-8189,LiReO3,ABC3
mp-973136,LiSmO3,ABC3
mp-975990,NaLiO3,ABC3
mp-1078188,LiOsO3,ABC3
mp-1105280,LiTaO3,ABC3
mp-1105326,LiTaO3,ABC3
mp-1185236,LiTmO3,ABC3
mp-1185261,LiNiO3,ABC3
mp-1185388,LiPmO3,ABC3
mp-1185404,LiPrO3,ABC3
mp-1185414,LiSiO3,ABC3
mp-1202801,LiPO3,ABC3
mp-19440,LiVO3,ABC3
mp-29195,LiPO3,ABC3
mp-552588,LiNbO3,ABC3
mp-557189,LiPO3,ABC3
mp-675069,LiNbO3,ABC3
mp-755231,LiTeO3,ABC3
mp-760701,LiNbO3,ABC3
mp-763200,LiVO3,ABC3
mp-8180,LiNO3,ABC3
mp-862870,LiTcO3,ABC3
mp-976283,LiYO3,ABC3
mp-1078537,PrLuS3,ABC3
mp-1176510,LiVS3,ABC3
mp-1185387,LiNdO3,ABC3
mp-1205870,NdLuS3,ABC3
mp-1208832,SmLuSe3,ABC3
mp-1237926,LuMgSe3,ABC3
mp-19327,LuNiO3,ABC3
mp-21125,LuMnO3,ABC3
mp-21872,PrLuO3,ABC3
mp-3731,LiNbO3,ABC3
mp-545712,LiUO3,ABC3
mp-676694,LiNbO3,ABC3
mp-754098,LiVO3,ABC3
mp-754226,YLuO3,ABC3
mp-754231,LuTiO3,ABC3
mp-768293,LuSeO3,ABC3
mp-772180,LuScO3,ABC3
mp-776593,LuScO3,ABC3
mp-973486,LuVO3,ABC3
mp-973681,LuRhO3,ABC3
mp-975291,RbLiO3,ABC3
mp-1016820,MgSnO3,ABC3
mp-1016843,MgOsO3,ABC3
mp-1017000,MgZrO3,ABC3
mp-1020115,MgSiO3,ABC3
mp-1020124,MgSiO3,ABC3
mp-1020125,MgSiO3,ABC3
mp-1020361,MgSiO3,ABC3
mp-1080801,NdLuS3,ABC3
mp-1101170,YLuO3,ABC3
mp-1101371,SmLuO3,ABC3
mp-1105866,LuNiO3,ABC3
mp-1176491,MgSnO3,ABC3
mp-1180468,MgSiO3,ABC3
mp-1185490,LuPdO3,ABC3
mp-1185498,LuNpO3,ABC3
mp-1185529,LuReO3,ABC3
mp-1186600,PmMgO3,ABC3
mp-1195746,MgSiO3,ABC3
mp-1196002,MgSiO3,ABC3
mp-1205366,LuRhO3,ABC3
mp-1206692,PrLuS3,ABC3
mp-1209937,NdLuO3,ABC3
mp-12271,MgSeO3,ABC3
mp-1232244,SmMgS3,ABC3
mp-1232288,PmMgS3,ABC3
mp-1237948,PmMgSe3,ABC3
mp-1237966,SmMgSe3,ABC3
mp-13326,PrLuSe3,ABC3
mp-13327,NdLuSe3,ABC3
mp-18808,LuMnO3,ABC3
mp-30943,MgPSe3,ABC3
mp-3547,MgSiO3,ABC3
mp-530986,MgSiO3,ABC3
mp-556940,MgSiO3,ABC3
mp-5924,MgSiO3,ABC3
mp-642209,MgSiO3,ABC3
mp-642210,MgSiO3,ABC3
mp-642228,MgSiO3,ABC3
mp-644879,MgSiO3,ABC3
mp-657336,MgSiO3,ABC3
mp-657338,MgSiO3,ABC3
mp-754145,TbLuO3,ABC3
mp-754597,LuTlO3,ABC3
mp-755583,LuVO3,ABC3
mp-769322,MgSO3,ABC3
mp-772412,MgSiO3,ABC3
mp-973536,LuUO3,ABC3
mp-973655,LuSiO3,ABC3
mvc-15888,MgVO3,ABC3
mvc-3783,MgTiO3,ABC3
mvc-5801,MgWO3,ABC3
mp-1016829,MgRuO3,ABC3
mp-1016830,MgTiO3,ABC3
mp-1016886,MgVO3,ABC3
mp-1016928,MgSiO3,ABC3
mp-1016929,MgRhO3,ABC3
mp-1020117,MgSiO3,ABC3
mp-1020118,MgSiO3,ABC3
mp-1020123,MgSiO3,ABC3
mp-1079330,MgVO3,ABC3
mp-1080847,Mg3SbN,ABC3
mp-1185612,MgZnO3,ABC3
mp-1185613,MgTlO3,ABC3
mp-1185941,MgReO3,ABC3
mp-1186787,PuMgO3,ABC3
mp-1187182,SrMgO3,ABC3
mp-1187347,TbMgO3,ABC3
mp-1232136,PrMgSe3,ABC3
mp-1232151,TmMgSe3,ABC3
mp-1232160,TbMgS3,ABC3
mp-1232175,MgScS3,ABC3
mp-1232238,YbMgS3,ABC3
mp-1232282,NdMgSe3,ABC3
mp-1232305,YMgSe3,ABC3
mp-1237340,YbMgSe3,ABC3
mp-1237949,PrMgS3,ABC3
mp-1237963,TbMgSe3,ABC3
mp-1237973,YMgS3,ABC3
mp-1238772,TmMgS3,ABC3
mp-27186,MgVO3,ABC3
mp-3470,MgSiO3,ABC3
mp-3771,MgTiO3,ABC3
mp-4321,MgSiO3,ABC3
mp-4391,MgSiO3,ABC3
mp-5026,MgSiO3,ABC3
mp-557803,MgSiO3,ABC3
mp-5834,MgSiO3,ABC3
mp-603907,MgSiO3,ABC3
mp-603930,MgSiO3,ABC3
mp-675651,MgPS3,ABC3
mp-769348,MgSnO3,ABC3
mp-769397,MgSO3,ABC3
mp-770581,MgMnO3,ABC3
mp-972160,YbMgO3,ABC3
mp-975521,NdMgO3,ABC3
mp-976446,MgMnO3,ABC3
mp-976722,MgPbO3,ABC3
mp-976775,NaMgO3,ABC3
mvc-13644,MgSbO3,ABC3
mp-1017466,SrMnO3,ABC3
mp-1075973,SmMnO3,ABC3
mp-1106224,MnVO3,ABC3
mp-1106337,MnPbO3,ABC3
mp-1176417,MnTeO3,ABC3
mp-1185614,MgUO3,ABC3
mp-1185896,MgMoO3,ABC3
mp-1186884,RbMgO3,ABC3
mp-1193101,SrMnO3,ABC3
mp-1199914,MnSeO3,ABC3
mp-1232150,MgScSe3,ABC3
mp-1232171,MgScSe3,ABC3
mp-1256030,MgSiO3,ABC3
mp-1311921,MnTlO3,ABC3
mp-19385,YMnO3,ABC3
mp-21186,Mn3RhN,ABC3
mp-22055,TbMnO3,ABC3
mp-545348,MgVO3,ABC3
mp-554137,MgSiO3,ABC3
mp-556925,TiMnO3,ABC3
mp-5945,MnSiO3,ABC3
mp-642216,MgSiO3,ABC3
mp-647680,MnSiO3,ABC3
mp-691106,MnSnO3,ABC3
mp-7070,Mn3PtN,ABC3
mp-743867,TiMnO3,ABC3
mp-754513,ZrMnO3,ABC3
mp-769347,MgSO3,ABC3
mp-770618,MgMnO3,ABC3
mp-770870,MnTlO3,ABC3
mp-8695,MnPSe3,ABC3
mp-975346,RbMnO3,ABC3
mvc-15602,MgSbO3,ABC3
mvc-15644,MgMoO3,ABC3
mvc-5026,MgWO3,ABC3
mp-1016932,MnZnO3,ABC3
mp-10198,Mn3PdN,ABC3
mp-11778,ThMnSe3,ABC3
mp-1180172,MnSiO3,ABC3
mp-1189476,NdMnO3,ABC3
mp-1202364,MnSeO3,ABC3
mp-1210618,Mn3SiNi,ABC3
mp-1218206,SrMnO3,ABC3
mp-1310374,MnSiO3,ABC3
mp-17766,MnSiO3,ABC3
mp-18954,ScMnO3,ABC3
mp-19331,MnNiO3,ABC3
mp-19912,UMnSe3,ABC3
mp-20569,MnSnO3,ABC3
mp-20699,YMnO3,ABC3
mp-22518,YbMnO3,ABC3
mp-27818,MnSO3,ABC3
mp-37214,MnPbO3,ABC3
mp-510672,MnPbO3,ABC3
mp-532143,MnSiO3,ABC3
mp-554211,TmMnO3,ABC3
mp-554270,TmMnO3,ABC3
mp-560199,MnSiO3,ABC3
mp-582028,Mn3RhN,ABC3
mp-754980,ZrMnO3,ABC3
mp-768374,MnTlO3,ABC3
mp-768432,MnTlO3,ABC3
mp-772528,MnZnO3,ABC3
mvc-10883,YMnO3,ABC3
mp-1105811,ScMnO3,ABC3
mp-1172857,MnSiO3,ABC3
mp-1182197,NdMnO3,ABC3
mp-1187247,SrMoO3,ABC3
mp-1206805,Mn3SbN,ABC3
mp-1210642,MnTeO3,ABC3
mp-1210723,MnPO3,ABC3
mp-1245819,ReMoN3,ABC3
mp-15805,Mn3ZnN,ABC3
mp-19001,SrMnO3,ABC3
mp-19082,TiMnO3,ABC3
mp-19227,YMnO3,ABC3
mp-19356,YbMnO3,ABC3
mp-19376,TiMnO3,ABC3
mp-20362,Mn3NiN,ABC3
mp-20852,NdMnO3,ABC3
mp-22203,SmMnO3,ABC3
mp-22224,MnSeO3,ABC3
mp-22564,PrMnO3,ABC3
mp-505571,Mn3SnN,ABC3
mp-559975,SrMnO3,ABC3
mp-560522,MnSO3,ABC3
mp-753819,MnTlO3,ABC3
mp-754318,MnZnO3,ABC3
mp-8613,MnPS3,ABC3
mvc-15452,YMoO3,ABC3
mvc-4002,ZnMoO3,ABC3
mp-1040471,NaMoO3,ABC3
mp-1186106,MoPbO3,ABC3
mp-1186334,NpMoO3,ABC3
mp-1186997,SiMoO3,ABC3
mp-1187460,ThMoO3,ABC3
mp-1216784,TiMoS3,ABC3
mp-1246065,TiMoN3,ABC3
mp-1246271,NiMoN3,ABC3
mp-1246879,ScMoN3,ABC3
mp-1246912,VMoN3,ABC3
mp-1247498,MoRuN3,ABC3
mp-1247512,MoWN3,ABC3
mp-1247545,NbMoN3,ABC3
mp-1542758,SrMoO3,ABC3
mp-18747,SrMoO3,ABC3
mp-975292,RbMoO3,ABC3
mp-977100,NiMoO3,ABC3
mp-998627,NaMoO3,ABC3
mvc-14154,YMoO3,ABC3
mvc-3769,YMoO3,ABC3
mp-1014226,Zr3ZnN,ABC3
mp-10732,ThTaN3,ABC3
mp-1078716,SrMoO3,ABC3
mp-1079048,V3PN,ABC3
mp-1094085,Nd3SnN,ABC3
mp-1105961,ThTaN3,ABC3
mp-1178820,VNO3,ABC3
mp-1179877,PNO3,ABC3
mp-1198920,SNO3,ABC3
mp-1219220,SiPN3,ABC3
mp-1220396,NbMoSe3,ABC3
mp-1220398,NbMoS3,ABC3
mp-1220986,NaNO3,ABC3
mp-1246219,ZrMoN3,ABC3
mp-1247461,VWN3,ABC3
mp-1247469,TaMoN3,ABC3
mp-19778,Nd3PbN,ABC3
mp-4531,NaNO3,ABC3
mp-557704,TlNO3,ABC3
mp-5915,TlNO3,ABC3
mp-614951,RbNO3,ABC3
mp-662551,TlNO3,ABC3
mp-989407,YWN3,ABC3
mp-989557,YTcN3,ABC3
mp-989604,YMoN3,ABC3
mp-989613,TiPN3,ABC3
mp-989624,TiPN3,ABC3
mp-989627,SrTcN3,ABC3
mvc-3559,YMoO3,ABC3
mp-1013534,Sr3SbN,ABC3
mp-1013536,Sr3PN,ABC3
mp-1013554,Sr3PN,ABC3
mp-1014257,Ti3ZnN,ABC3
mp-1017632,Ni3SnN,ABC3
mp-1069270,ZnNi3N,ABC3
mp-1079374,ThTaN3,ABC3
mp-1094101,Nd3PbN,ABC3
mp-1179819,PNO3,ABC3
mp-1187536,ThTaN3,ABC3
mp-1197085,PNO3,ABC3
mp-1200596,PNO3,ABC3
mp-1206822,Pr3SnN,ABC3
mp-1206990,Sm3SnN,ABC3
mp-1246386,SbPb3N,ABC3
mp-1246464,Zn3SbN,ABC3
mp-1246544,TiWN3,ABC3
mp-1246572,ZrWN3,ABC3
mp-1246615,TaWN3,ABC3
mp-1246660,RhWN3,ABC3
mp-1246967,ScWN3,ABC3
mp-1247323,ReWN3,ABC3
mp-1247483,Ni3SbN,ABC3
mp-1247532,NbWN3,ABC3
mp-13658,RbNO3,ABC3
mp-22350,Nd3SnN,ABC3
mp-38220,RbNO3,ABC3
mp-674297,NaNO3,ABC3
mp-752446,RbNO3,ABC3
mp-7752,Sr3SbN,ABC3
mp-989513,SrWN3,ABC3
mp-989530,SrTcN3,ABC3
mp-989546,SrTcN3,ABC3
mp-989576,YWN3,ABC3
mp-989586,SrTcN3,ABC3
mp-989609,YWN3,ABC3
mp-989611,YReN3,ABC3
mp-989615,YWN3,ABC3
