mp_id,formula,XYZ
mp-989638,CaTcN3,ABC3
mp-998150,CaTlF3,ABC3
mp-998333,CsCaI3,ABC3
mvc-14243,CaCoO3,ABC3
mvc-16572,CaMoO3,ABC3
mvc-3994,CaCoO3,ABC3
mvc-3996,CaWO3,ABC3
mvc-5756,CaWO3,ABC3
mp-1013540,Ca3PN,ABC3
mp-1016873,CaHfO3,ABC3
mp-1069604,CaSi3Pt,ABC3
mp-1100323,CaSnS3,ABC3
mp-1100371,CaSnS3,ABC3
mp-1100381,CaSnS3,ABC3
mp-1181886,CaSiO3,ABC3
mp-1181917,CaRhO3,ABC3
mp-11822,Ca3GeN,ABC3
mp-1183539,CaHoO3,ABC3
mp-1183562,CaLaO3,ABC3
mp-1186118,NaCaO3,ABC3
mp-1205330,Ca3SiO,ABC3
mp-1205722,KCaI3,ABC3
mp-1207169,CaH3Pd,ABC3
mp-1211643,KCaCl3,ABC3
mp-1227072,CaGa3Pt,ABC3
mp-17761,CaGeO3,ABC3
mp-20079,CaPbO3,ABC3
mp-20273,Ca3PbO,ABC3
mp-3382,CaSiO3,ABC3
mp-3654,RbCaF3,ABC3
mp-4243,CaIrO3,ABC3
mp-4571,CaZrO3,ABC3
mp-560097,CaTeO3,ABC3
mp-5827,CaTiO3,ABC3
mp-5926,KCaF3,ABC3
mp-754103,CaNiO3,ABC3
mp-756708,CaPrO3,ABC3
mp-776024,CaZrO3,ABC3
mp-7781,CaZrS3,ABC3
mp-866833,CaSnS3,ABC3
mp-866936,CaSnS3,ABC3
mp-866941,CaSnS3,ABC3
mp-978842,SrCaO3,ABC3
mp-989606,CaReN3,ABC3
mp-998197,RbCaCl3,ABC3
mp-998325,RbCaI3,ABC3
mp-998428,CsCaI3,ABC3
mp-998615,CaTlF3,ABC3
mvc-13158,CaVO3,ABC3
mvc-3834,CaSbO3,ABC3
mp-1013548,Ca3SbN,ABC3
mp-1016833,CaRhO3,ABC3
mp-1016900,CaOsO3,ABC3
mp-10554,Ca3TlN,ABC3
mp-1078750,NaCaH3,ABC3
mp-1099934,CaCoO3,ABC3
mp-1100325,CaSnS3,ABC3
mp-1100344,CaSnS3,ABC3
mp-1100375,CaSnS3,ABC3
mp-1106358,CaNCl3,ABC3
mp-11649,Ca3SiO,ABC3
mp-1183532,CaMgO3,ABC3
mp-1183544,CaYO3,ABC3
mp-1206863,CsCaCl3,ABC3
mp-1207078,CaNiH3,ABC3
mp-1213970,CaOsO3,ABC3
mp-1228456,CaTeO3,ABC3
mp-17552,CaSiO3,ABC3
mp-20198,CaIrO3,ABC3
mp-22608,CaVO3,ABC3
mp-2981,CaTeO3,ABC3
mp-3387,CaSiO3,ABC3
mp-4429,CaSiO3,ABC3
mp-4950,KCaF3,ABC3
mp-5096,CaSiO3,ABC3
mp-542112,CaZrO3,ABC3
mp-557997,CaSeO3,ABC3
mp-5733,CaSiO3,ABC3
mp-5893,CaSiO3,ABC3
mp-607467,CaMoO3,ABC3
mp-644203,CsCaH3,ABC3
mp-754140,CaSeO3,ABC3
mp-754701,CaTiO3,ABC3
mp-754853,CaHfO3,ABC3
mp-756365,CaCeO3,ABC3
mp-866495,CaSnS3,ABC3
mp-866505,CaSnS3,ABC3
mp-866629,CaSnS3,ABC3
mp-866816,CaSnS3,ABC3
mp-866845,CaSnS3,ABC3
mp-867022,CaSnS3,ABC3
mp-867053,CaSnS3,ABC3
mp-975333,LiCaO3,ABC3
mp-975382,RbCaO3,ABC3
mp-9789,CaPS3,ABC3
mp-982885,KCaO3,ABC3
mp-989635,CaMoN3,ABC3
mp-998151,CaTlCl3,ABC3
mp-998421,KCaCl3,ABC3
mp-998543,CaTcO3,ABC3
mp-998592,RbCaI3,ABC3
mp-998601,KCaCl3,ABC3
mp-998787,CaTlCl3,ABC3
mp-1016828,CdIrO3,ABC3
mp-1016854,MnCdO3,ABC3
mp-1016879,CdSiO3,ABC3
mp-1016882,CdOsO3,ABC3
mp-10175,KCdF3,ABC3
mp-1079054,CaIrO3,ABC3
mp-1096862,CdHCl3,ABC3
mp-1105795,CdNF3,ABC3
mp-1183925,CsCdO3,ABC3
mp-1184992,KCdO3,ABC3
mp-1185203,LiCdO3,ABC3
mp-14550,TiCdO3,ABC3
mp-18634,CdSO3,ABC3
mp-20940,TiCdO3,ABC3
mp-23390,RbCdCl3,ABC3
mp-28218,TlCdCl3,ABC3
mp-4360,NaCdF3,ABC3
mp-556680,CdSO3,ABC3
mp-568544,CsCdCl3,ABC3
mp-649676,CaSiO3,ABC3
mp-768578,CdCoO3,ABC3
mp-776023,CdSiO3,ABC3
mp-8275,CdGeO3,ABC3
mp-8516,CdSO3,ABC3
mp-866811,CaSnS3,ABC3
mp-866826,CaSnS3,ABC3
mp-9186,CdSeO3,ABC3
mp-975380,RbCdO3,ABC3
mp-976293,NaCdO3,ABC3
mp-998623,TlCdF3,ABC3
mp-1016845,ZrCdO3,ABC3
mp-1016846,TiCdO3,ABC3
mp-1016849,CdRuO3,ABC3
mp-1016875,CdRhO3,ABC3
mp-1016881,CdSnO3,ABC3
mp-1016903,CdGeO3,ABC3
mp-1016904,VCdO3,ABC3
mp-1017446,HfCdO3,ABC3
mp-1017554,CdNi3N,ABC3
mp-1079559,CdPSe3,ABC3
mp-1080000,CdNCl3,ABC3
mp-1080587,CdNCl3,ABC3
mp-1105591,CdNCl3,ABC3
mp-1207995,TlCdN3,ABC3
mp-1209203,RbCdN3,ABC3
mp-1212404,HfCdO3,ABC3
mp-1246622,Cd3SbN,ABC3
mp-13003,CdGeO3,ABC3
mp-1322456,CdFeO3,ABC3
mp-13641,TiCdO3,ABC3
mp-22345,TiCdO3,ABC3
mp-23442,KCdCl3,ABC3
mp-27252,TlCdI3,ABC3
mp-28290,CdTeO3,ABC3
mp-5328,CdPS3,ABC3
mp-556857,VCdO3,ABC3
mp-560560,CdSiO3,ABC3
mp-619015,CsCdCl3,ABC3
mp-685935,CdGeO3,ABC3
mp-754329,CdSnO3,ABC3
mp-7588,CdGeO3,ABC3
mp-770662,CdCoO3,ABC3
mp-776476,CdFeO3,ABC3
mp-8399,CsCdF3,ABC3
mp-849371,CdSnO3,ABC3
mp-973869,LaCdO3,ABC3
mp-998759,TlCdF3,ABC3
mp-1017553,CdCo3N,ABC3
mp-1068364,CeSi3Os,ABC3
mp-1078616,CeSb3Pd,ABC3
mp-1079021,YbCeS3,ABC3
mp-1189706,CdTcO3,ABC3
mp-1211584,KCdN3,ABC3
mp-1214439,CePbO3,ABC3
mp-1226614,CeCoSi3,ABC3
mp-1232259,CeMgSe3,ABC3
mp-1639105,CdFeO3,ABC3
mp-20170,CeCrSe3,ABC3
mp-21871,CeCrS3,ABC3
mp-22428,SrCeO3,ABC3
mp-22593,CeVO3,ABC3
mp-22649,VCdO3,ABC3
mp-2951,CdGeO3,ABC3
mp-5052,TiCdO3,ABC3
mp-559203,CdSeO3,ABC3
mp-683985,CeTmS3,ABC3
mp-685257,CdPbO3,ABC3
mp-6951,RbCdF3,ABC3
mp-752746,CdCoO3,ABC3
mp-754524,CeTiO3,ABC3
mp-776207,CeNiO3,ABC3
mp-9330,CdPS3,ABC3
mp-9628,KCdF3,ABC3
mp-973613,LiCeO3,ABC3
mp-1019598,CeGaO3,ABC3
mp-1068906,CeSi3Ir,ABC3
mp-1070394,CeSi3Rh,ABC3
mp-1070753,CeCoSi3,ABC3
mp-1092225,CeLuS3,ABC3
mp-1183759,CePuO3,ABC3
mp-1198354,CeGe3Ru,ABC3
mp-1205797,CeLuS3,ABC3
mp-1206922,Ce3SnN,ABC3
mp-1207122,CeSi3Pt,ABC3
mp-1207625,YbCeO3,ABC3
mp-1213810,CeLuO3,ABC3
mp-1213826,CeRhO3,ABC3
mp-1214689,CeIn3Pt,ABC3
mp-1232197,CeMgS3,ABC3
mp-1245828,Ce3SnN,ABC3
mp-13120,CeSi3Ru,ABC3
mp-13122,CeGe3Ir,ABC3
mp-20722,CeFeGe3,ABC3
mp-20775,CeDyS3,ABC3
mp-20953,CeScS3,ABC3
mp-21116,CeCoGe3,ABC3
mp-22540,CeGaO3,ABC3
mp-33365,CeGaO3,ABC3
mp-38685,CeSbO3,ABC3
mp-568089,CeCoSb3,ABC3
mp-568237,CeNiSb3,ABC3
mp-638813,CeErS3,ABC3
mp-651900,CeSiP3,ABC3
mp-684004,YbCeS3,ABC3
mp-780712,CeCrO3,ABC3
mp-977389,CeCuO3,ABC3
mp-1023129,KCuCl3,ABC3
mp-1078348,CeGa3Pd,ABC3
mp-1120729,RbGeCl3,ABC3
mp-1180304,NClO3,ABC3
mp-1183701,CeTaO3,ABC3
mp-1183706,CeMnO3,ABC3
mp-1198476,CeSn3Ru,ABC3
mp-1202288,CeErS3,ABC3
mp-1205732,VNCl3,ABC3
mp-1213788,CeTmO3,ABC3
mp-1213967,CeCrSb3,ABC3
mp-1226580,CeGa3Ni,ABC3
mp-1226613,CeGa3Cu,ABC3
mp-1228834,CsHgCl3,ABC3
mp-13121,CeGe3Rh,ABC3
mp-18769,CeVO3,ABC3
mp-20530,CeCrO3,ABC3
mp-20650,CeCrGe3,ABC3
mp-20764,YbCeSe3,ABC3
mp-23336,CsMnCl3,ABC3
mp-27366,KNiCl3,ABC3
mp-28369,GeH3Cl,ABC3
mp-30027,RbCrCl3,ABC3
mp-541836,CeTmS3,ABC3
mp-570326,CsCrCl3,ABC3
mp-570591,CsHgCl3,ABC3
mp-572291,K3ClO,ABC3
mp-579812,CeNiSb3,ABC3
mp-673798,K3ClO,ABC3
mp-756062,CeFeO3,ABC3
mp-756979,Rb3ClO,ABC3
mp-760386,CsClO3,ABC3
mp-777413,CeScO3,ABC3
mp-864636,CeFeO3,ABC3
mp-866095,CeNiO3,ABC3
mp-998147,TlCuCl3,ABC3
mp-1001793,KCoCl3,ABC3
mp-1021667,IClO3,ABC3
mp-1068377,CsEuCl3,ABC3
mp-1069129,MnNCl3,ABC3
mp-1070375,CsSnCl3,ABC3
mp-1080233,CsSrCl3,ABC3
mp-1080474,FeNCl3,ABC3
mp-1105094,TlHgCl3,ABC3
mp-1105578,CuNCl3,ABC3
mp-1112170,KInCl3,ABC3
mp-1112961,CsInCl3,ABC3
mp-1147710,CsPdCl3,ABC3
mp-1180300,NClO3,ABC3
mp-1180505,NaClO3,ABC3
mp-1190482,MnNCl3,ABC3
mp-1200750,H3NCl,ABC3
mp-1206560,RbFeCl3,ABC3
mp-1206801,RbEuCl3,ABC3
mp-1209111,RbSrCl3,ABC3
mp-1213084,CsSrCl3,ABC3
mp-1213256,CsEuCl3,ABC3
mp-1224255,InSnCl3,ABC3
mp-22938,VCl3O,ABC3
mp-22950,CsNiCl3,ABC3
mp-23032,CsCuCl3,ABC3
mp-23037,CsPbCl3,ABC3
mp-23528,MoCl3O,ABC3
mp-27176,NaMnCl3,ABC3
mp-27450,KCuCl3,ABC3
mp-27707,RbCoCl3,ABC3
mp-28282,RbTiCl3,ABC3
mp-28283,CsTiCl3,ABC3
mp-28602,Na3ClO,ABC3
mp-29344,LiGaCl3,ABC3
mp-29738,TlClO3,ABC3
mp-30528,MnTlCl3,ABC3
mp-30937,HgClO3,ABC3
mp-546798,MnClO3,ABC3
mp-556422,NbCl3O,ABC3
mp-567430,TlCoCl3,ABC3
mp-567530,KMnCl3,ABC3
mp-567620,TlCoCl3,ABC3
mp-568887,RbCrCl3,ABC3
mp-569753,TlCoCl3,ABC3
mp-570290,MnTlCl3,ABC3
mp-570300,MnTlCl3,ABC3
mp-655586,NaClO3,ABC3
mp-675010,CsHgCl3,ABC3
mp-675022,CsPbCl3,ABC3
mp-675287,CsCuCl3,ABC3
mp-753945,ClOF3,ABC3
mp-754202,CsClO3,ABC3
mp-754712,NClO3,ABC3
mp-760361,H3NCl,ABC3
mp-772199,Rb3ClO,ABC3
mp-974724,ReClO3,ABC3
mp-985585,Li3ClO,ABC3
mp-998156,RbSnCl3,ABC3
mp-998231,KGeCl3,ABC3
mp-998512,InPbCl3,ABC3
mp-998561,CsSrCl3,ABC3
mp-998605,RbPbCl3,ABC3
mp-998744,TlGeCl3,ABC3
mp-998753,RbInCl3,ABC3
mp-1069250,HgNCl3,ABC3
mp-1070599,CsYbCl3,ABC3
mp-1070665,NClO3,ABC3
mp-1080231,CsTlCl3,ABC3
mp-1111296,KTlCl3,ABC3
mp-1114486,RbInCl3,ABC3
mp-1114506,RbTlCl3,ABC3
mp-1180278,NaClO3,ABC3
mp-1205604,KVCl3,ABC3
mp-1205652,TlNiCl3,ABC3
mp-1205931,NiNCl3,ABC3
mp-1206320,RbScCl3,ABC3
mp-1206817,TlVCl3,ABC3
mp-1209047,RbSrCl3,ABC3
mp-1209191,RbPbCl3,ABC3
mp-1213642,CsSrCl3,ABC3
mp-1213645,CsSrCl3,ABC3
mp-1224374,GeNCl3,ABC3
mp-1232302,RbCuCl3,ABC3
mp-1539667,CsPbCl3,ABC3
mp-23004,CsMgCl3,ABC3
mp-23022,KClO3,ABC3
mp-23049,KMnCl3,ABC3
mp-23055,RbCuCl3,ABC3
mp-23319,RbVCl3,ABC3
mp-23538,KFeCl3,ABC3
mp-27208,RbMgCl3,ABC3
mp-27277,PCl3O,ABC3
mp-27359,CsScCl3,ABC3
mp-27369,RbGeCl3,ABC3
mp-27394,CsSnCl3,ABC3
mp-27815,NbCl3O,ABC3
mp-28408,KTcCl3,ABC3
mp-29616,CsCrCl3,ABC3
mp-29845,CsHgCl3,ABC3
mp-29882,CsPdCl3,ABC3
mp-550506,KClO3,ABC3
mp-555726,NaClO3,ABC3
mp-556084,KClO3,ABC3
mp-556208,WCl3O,ABC3
mp-558934,Hg3ClO,ABC3
mp-567366,CsCuCl3,ABC3
mp-567939,CsSmCl3,ABC3
mp-568270,KTiCl3,ABC3
mp-568857,RbCuCl3,ABC3
mp-568864,RbCrCl3,ABC3
mp-569526,RbCuCl3,ABC3
mp-570270,NbSeCl3,ABC3
mp-579768,CsTmCl3,ABC3
mp-608490,NaHgCl3,ABC3
mp-610955,CsCrCl3,ABC3
mp-630949,NaClO3,ABC3
mp-662499,RbMgCl3,ABC3
mp-675460,LiTiCl3,ABC3
mp-676210,LiTiCl3,ABC3
mp-676598,TlPbCl3,ABC3
mp-753611,PCl3O,ABC3
mp-754892,Rb3ClO,ABC3
mp-779389,CsClO3,ABC3
mp-998173,RbPdCl3,ABC3
mp-998195,RbInCl3,ABC3
mp-998230,LiSnCl3,ABC3
mp-998233,InGeCl3,ABC3
mp-998535,InPbCl3,ABC3
mp-998560,InSnCl3,ABC3
mp-998569,InGeCl3,ABC3
mp-998591,LiSnCl3,ABC3
mp-998611,RbSnCl3,ABC3
mp-998713,TlInCl3,ABC3
mp-998732,TlInCl3,ABC3
mp-998743,TlGeCl3,ABC3
mp-1068559,LaCoSi3,ABC3
mp-1105902,UCoS3,ABC3
mp-1112176,CsTlCl3,ABC3
mp-1180177,MnNCl3,ABC3
mp-1197432,CsHgCl3,ABC3
mp-1206518,RbFeCl3,ABC3
mp-1210617,MgTlCl3,ABC3
mp-1223812,K3ClO,ABC3
mp-1288734,YCoO3,ABC3
mp-1643785,ScCoO3,ABC3
mp-22668,YCoO3,ABC3
mp-22977,CsVCl3,ABC3
mp-22988,CsGeCl3,ABC3
mp-23011,RbClO3,ABC3
mp-23330,NaClO3,ABC3
mp-23396,MoNCl3,ABC3
mp-23486,RbNiCl3,ABC3
mp-27865,KMgCl3,ABC3
mp-29400,CsFeCl3,ABC3
mp-34078,H3ClO,ABC3
mp-504708,CsCoCl3,ABC3
mp-561954,TmCoO3,ABC3
mp-562420,Cs3ClO,ABC3
mp-569309,RbMnCl3,ABC3
mp-571305,RbCuCl3,ABC3
mp-636978,KCuCl3,ABC3
mp-675524,CsPbCl3,ABC3
mp-755428,Rb3ClO,ABC3
mp-989643,LaCoN3,ABC3
mp-998155,RbSrCl3,ABC3
mp-998397,KCrCl3,ABC3
mp-998420,KCrCl3,ABC3
mp-998567,InSnCl3,ABC3
mp-998604,RbPbCl3,ABC3
mp-998613,KGeCl3,ABC3
mp-998755,RbSrCl3,ABC3
mp-1068664,ThCoSi3,ABC3
mp-1183692,CoSnO3,ABC3
mp-1183715,CoRhO3,ABC3
mp-1186400,PaCoO3,ABC3
mp-1212757,EuCoO3,ABC3
mp-1279343,CoNiO3,ABC3
mp-1281764,SrCoO3,ABC3
mp-1288479,LaCoO3,ABC3
mp-13125,PrCoGe3,ABC3
mp-19051,LaCoO3,ABC3
mp-505766,SrCoO3,ABC3
mp-569153,PrCoSb3,ABC3
mp-570956,NdCoSb3,ABC3
mp-573180,LaCoO3,ABC3
mp-752613,CoSnO3,ABC3
mp-761293,ZrCoO3,ABC3
mp-761574,CoSnO3,ABC3
mp-770488,CoPbO3,ABC3
mp-770614,TlCoO3,ABC3
mp-972659,SmCoSi3,ABC3
mp-998160,TlCoF3,ABC3
mp-1068786,InCo3N,ABC3
mp-10690,EuCoGe3,ABC3
mp-1183681,CoSbO3,ABC3
mp-1186980,ScCoO3,ABC3
mp-1213745,CoNF3,ABC3
mp-1272234,CoNiO3,ABC3
mp-1273989,LaCoO3,ABC3
mp-1283849,SrCoO3,ABC3
mp-19424,TiCoO3,ABC3
mp-20427,PrCoO3,ABC3
mp-20641,MnCoO3,ABC3
mp-22549,SmCoO3,ABC3
mp-22599,NdCoO3,ABC3
mp-550950,LuCoO3,ABC3
mp-562466,SrCoO3,ABC3
mp-754124,ScCoO3,ABC3
mp-985545,CoTeO3,ABC3
mp-1178420,CoPbO3,ABC3
mp-1184947,KCoO3,ABC3
mp-1187746,VCoO3,ABC3
mp-1246547,CoMoN3,ABC3
mp-1274195,YCoO3,ABC3
mp-1296711,LaCoO3,ABC3
mp-14625,NdCoGe3,ABC3
mp-19802,TbCoO3,ABC3
mp-19973,LaCoGe3,ABC3
mp-22137,DyCoO3,ABC3
mp-22616,CoSeO3,ABC3
mp-510611,LaCoO3,ABC3
mp-541814,RbCoF3,ABC3
mp-562779,ErCoO3,ABC3
mp-562826,CoSeO3,ABC3
mp-699575,CoSiO3,ABC3
mp-753026,ZnCoO3,ABC3
mp-753534,HfCoO3,ABC3
mp-755167,InCoO3,ABC3
mp-755711,MgCoO3,ABC3
mp-755788,TlCoO3,ABC3
mp-756102,MgCoO3,ABC3
mp-756464,TlCoO3,ABC3
mvc-11732,YCoO3,ABC3
mp-1069204,NdCoSi3,ABC3
mp-1075975,EuCoO3,ABC3
mp-1078336,NaCoF3,ABC3
mp-1180725,LaCoO3,ABC3
mp-1183772,CoMoO3,ABC3
mp-1188065,ZrCoH3,ABC3
mp-1212650,Fe3CoN,ABC3
mp-1245899,Co3SbN,ABC3
mp-1247505,CoWN3,ABC3
mp-19113,CoTeO3,ABC3
mp-20016,SmCoO3,ABC3
mp-20090,PrCoO3,ABC3
mp-21404,NaCoF3,ABC3
mp-556943,CsCoF3,ABC3
mp-561922,LaCoO3,ABC3
mp-687081,YbCoO3,ABC3
mp-758652,ZnCoO3,ABC3
mp-764370,LiCoF3,ABC3
mvc-3765,YCoO3,ABC3
mp-1069044,TbCoSi3,ABC3
mp-1069379,GdCoSi3,ABC3
mp-1076820,MgCoO3,ABC3
mp-1178424,CoNiO3,ABC3
mp-1181307,LaCoO3,ABC3
mp-1185232,LaCoO3,ABC3
mp-1186126,NaCoO3,ABC3
mp-1205515,ErCoSi3,ABC3
mp-1277045,VCoO3,ABC3
mp-1277476,LaCoO3,ABC3
mp-20031,NdCoO3,ABC3
mp-20570,HoCoO3,ABC3
mp-20951,GdCoO3,ABC3
mp-22136,CoGeO3,ABC3
mp-559946,KCoF3,ABC3
mp-569163,SmCoSb3,ABC3
mp-755569,CoPbO3,ABC3
mp-756665,ZrCoO3,ABC3
mp-761524,MgCoO3,ABC3
mvc-15868,ZnCoO3,ABC3
mvc-3570,YCoO3,ABC3
mp-10373,Cr3PdN,ABC3
mp-10374,Cr3PtN,ABC3
mp-1080816,Cr3PN,ABC3
mp-1105822,PrCrO3,ABC3
mp-1105933,LaCrSe3,ABC3
mp-1106185,UCrSe3,ABC3
mp-1187577,TmCrO3,ABC3
mp-1188226,UCoSe3,ABC3
mp-1188731,ThCrSe3,ABC3
mp-1206118,VCoO3,ABC3
mp-1208660,SmCrSb3,ABC3
mp-1209589,PrCrSb3,ABC3
mp-1226283,CrWO3,ABC3
mp-1226313,CrMoO3,ABC3
mp-1244905,CrFeO3,ABC3
mp-1245260,CrFeO3,ABC3
mp-1273854,SrCoO3,ABC3
mp-15236,CrSbSe3,ABC3
mp-15931,NdCrS3,ABC3
mp-18770,YCrO3,ABC3
mp-18961,ScCrO3,ABC3
mp-19062,NdCrO3,ABC3
mp-27259,CsCrI3,ABC3
mp-31703,CrOF3,ABC3
mp-556365,KCrF3,ABC3
mp-560547,KCrF3,ABC3
mp-570885,LaCoSb3,ABC3
mp-676437,CoPS3,ABC3
mp-756322,HfCrO3,ABC3
mp-761337,SrCrO3,ABC3
mp-769855,SrCrO3,ABC3
mp-770843,VCrO3,ABC3
mp-770849,VCrO3,ABC3
mp-861512,PrCrSe3,ABC3
mvc-3768,YCrO3,ABC3
mvc-4001,ZnCrO3,ABC3
mp-10376,Cr3SnN,ABC3
mp-1076360,RbCrO3,ABC3
mp-1079356,NbCrN3,ABC3
mp-1101715,VCrO3,ABC3
mp-1147577,GdCrO3,ABC3
mp-1180767,KCrF3,ABC3
mp-1183712,CrGeO3,ABC3
mp-1183719,CrRhO3,ABC3
mp-1185311,LiCrO3,ABC3
mp-1189441,ThCrS3,ABC3
mp-1189762,EuCrO3,ABC3
mp-1206130,CrFe3N,ABC3
mp-1208150,ThCrSb3,ABC3
mp-1209736,PuCrO3,ABC3
mp-1209908,NdCrSb3,ABC3
mp-1212865,DyCrSb3,ABC3
mp-1225651,DyCrS3,ABC3
mp-1244876,CrFeO3,ABC3
mp-13007,PrCrGe3,ABC3
mp-18841,LaCrO3,ABC3
mp-19269,NdCrO3,ABC3
mp-19281,LaCrO3,ABC3
mp-19861,LaCrSb3,ABC3
mp-22063,UCrS3,ABC3
mp-3000,Cr3GaN,ABC3
mp-555036,KCrF3,ABC3
mp-566131,KCrF3,ABC3
mp-637918,Cr3GeN,ABC3
mp-753988,VCrO3,ABC3
mp-754036,VCrO3,ABC3
mp-754941,EuCrO3,ABC3
mp-755055,ZrCrO3,ABC3
mp-755471,LuCrO3,ABC3
mp-755606,TiCrO3,ABC3
mp-756124,TbCrO3,ABC3
mp-756834,HoCrO3,ABC3
mp-770778,VCrO3,ABC3
mp-777295,TmCrO3,ABC3
mp-781082,SrCrO3,ABC3
mp-9130,CrSbS3,ABC3
mvc-3987,MgCrO3,ABC3
mp-1076732,KCrO3,ABC3
mp-1101069,CrPSe3,ABC3
mp-1105788,SmCrO3,ABC3
mp-1180782,KCrF3,ABC3
mp-1183695,CrTcO3,ABC3
mp-1183696,CrCuO3,ABC3
mp-1206325,RbCrF3,ABC3
mp-1216392,VCrO3,ABC3
mp-1245072,CrFeO3,ABC3
mp-1245144,CrFeO3,ABC3
mp-1245147,CrFeO3,ABC3
mp-1245179,CrFeO3,ABC3
mp-1245204,CrFeO3,ABC3
mp-13005,LaCrGe3,ABC3
mp-13008,NdCrGe3,ABC3
mp-13009,SmCrGe3,ABC3
mp-15932,SmCrS3,ABC3
mp-18725,YCrO3,ABC3
mp-19063,ErCrO3,ABC3
mp-19353,PrCrO3,ABC3
mp-19381,DyCrO3,ABC3
mp-19829,YbCrSb3,ABC3
mp-20029,SrCrO3,ABC3
mp-21244,Cr3RhN,ABC3
mp-27442,RbCrI3,ABC3
mp-3779,CrSiTe3,ABC3
mp-580597,CsCrI3,ABC3
mp-755281,VCrO3,ABC3
mp-756083,TiCrO3,ABC3
mp-756147,CrInO3,ABC3
mp-757023,VCrO3,ABC3
mp-770855,VCrO3,ABC3
mp-864797,NdCrSe3,ABC3
mp-8829,CrGaSe3,ABC3
mp-989612,LaCrN3,ABC3
mvc-3569,YCrO3,ABC3
mp-10328,LaCrS3,ABC3
mp-1068320,CsSO3,ABC3
mp-1076642,NaCrO3,ABC3
mp-1078458,CrFeO3,ABC3
mp-1105915,CsSnF3,ABC3
mp-1112542,CsTlI3,ABC3
mp-1112643,CsInI3,ABC3
mp-1112960,CsInF3,ABC3
mp-1183914,CsOsO3,ABC3
mp-1183922,CsNdO3,ABC3
mp-1183926,CsRbO3,ABC3
mp-1183933,CsNpO3,ABC3
mp-1183976,CsTeO3,ABC3
mp-1183997,CsThO3,ABC3
mp-1185545,CsPbO3,ABC3
mp-1185551,CsTbO3,ABC3
mp-1185552,CsTaO3,ABC3
mp-1185564,CsYbO3,ABC3
mp-1187572,YbCrO3,ABC3
mp-1194078,CsNiF3,ABC3
mp-1206444,Cs3IO,ABC3
mp-1207582,YbCrO3,ABC3
mp-1213177,CsTmI3,ABC3
mp-1225870,CsTaS3,ABC3
mp-1542038,CsSnSe3,ABC3
mp-18331,GdCrO3,ABC3
mp-19257,SmCrO3,ABC3
mp-19357,LaCrO3,ABC3
mp-20282,CsPbF3,ABC3
mp-22364,CrPbO3,ABC3
mp-22628,CsNO3,ABC3
mp-22991,CsVI3,ABC3
mp-27381,CsSnI3,ABC3
mp-27556,CsNbO3,ABC3
mp-28295,CsIO3,ABC3
mp-28377,CsGeI3,ABC3
mp-504651,CsVO3,ABC3
mp-504838,CsPS3,ABC3
mp-505418,CsDyI3,ABC3
mp-505628,Cr3IrN,ABC3
mp-510283,CsGaSe3,ABC3
mp-540609,CsMnI3,ABC3
mp-540839,CsPbI3,ABC3
mp-541449,CrGeTe3,ABC3
mp-555302,CsFeF3,ABC3
mp-558702,CsMnF3,ABC3
mp-561710,CsSnS3,ABC3
mp-561851,CsNO3,ABC3
mp-561947,CsHgF3,ABC3
mp-568570,CsSnI3,ABC3
mp-570957,CsSiTe3,ABC3
mp-571020,CsMgH3,ABC3
mp-5811,CsPbF3,ABC3
mp-611601,CsNiF3,ABC3
mp-613162,CsSnSe3,ABC3
mp-613384,CsIO3,ABC3
mp-642690,CsGeI3,ABC3
mp-676553,RbCrI3,ABC3
mp-770779,VCrO3,ABC3
mp-8398,CsYbF3,ABC3
mp-8401,CsMgF3,ABC3
mp-984051,CsGeO3,ABC3
mp-984356,CsIrO3,ABC3
mp-984357,CsKO3,ABC3
mp-998235,CsTlF3,ABC3
mp-998298,CsSnF3,ABC3
mp-998309,CsNaF3,ABC3
mp-998314,CsInI3,ABC3
mp-1069538,CsPbI3,ABC3
mp-1076070,LaCuO3,ABC3
mp-1078203,CsTlF3,ABC3
mp-1080232,CsSrI3,ABC3
mp-1096944,CsNbO3,ABC3
mp-1120768,CsPbI3,ABC3
mp-1147745,CsSiI3,ABC3
mp-1176440,MnCuO3,ABC3
mp-1183913,CsPdO3,ABC3
mp-1183917,CsMoO3,ABC3
mp-1183918,CsLaO3,ABC3
mp-1183919,CsPrO3,ABC3
mp-1183920,CsPaO3,ABC3
mp-1183929,CsNaO3,ABC3
mp-1183971,CsRuO3,ABC3
mp-1183972,CsSrO3,ABC3
mp-1183977,CsTiO3,ABC3
mp-1184022,CsSmO3,ABC3
mp-1185544,CsTlO3,ABC3
mp-1185550,CsEuO3,ABC3
mp-1185561,CsSbO3,ABC3
mp-1185576,CsYbI3,ABC3
mp-1187483,TlCuO3,ABC3
mp-1196533,CsNO3,ABC3
mp-1205876,CsSmI3,ABC3
mp-1206323,CsYbH3,ABC3
mp-1207081,CsTmH3,ABC3
mp-1207194,Cu3RhN,ABC3
mp-1207302,CsPdF3,ABC3
mp-1213226,CsPO3,ABC3
mp-1213232,CsPO3,ABC3
mp-1225880,CsTaSe3,ABC3
mp-23751,CsMgH3,ABC3
mp-29049,SrCuO3,ABC3
mp-29751,CsMgI3,ABC3
mp-505492,CsNiF3,ABC3
