material_id,pretty_formula,formula_anonymous
mp-504335,CrPO4,ABC4
mp-504336,Cr5(PO4)4,A4B5C16
mp-504573,Cr2CuO4,AB2C4
mp-505629,Cr3SiNi2,AB2C3
mp-505638,Tb3CrSe6,AB3C6
mp-510607,SrCrO4,ABC4
mp-530262,Li15Cr2N9,A2B9C15
mp-5306,Nb4CrS8,AB4C8
mp-5400,Th(CrSi)2,AB2C2
mp-541823,TlCr5S8,AB5C8
mp-541940,Cr6Si7Ni16,A6B7C16
mp-542031,CrPbO4,ABC4
mp-542443,TlCr3S5,AB3C5
mp-546035,Cr3CuO8,AB3C8
mp-546552,KCrO2,ABC2
mp-554453,Cr2P2O7,A2B2C7
mp-554955,MgCrF6,ABC6
mp-555036,KCrF3,ABC3
mp-555795,Y2CrS4,AB2C4
mp-5561,Ho(CrSi)2,AB2C2
mp-558497,Cr(PO3)3,AB3C9
mp-558864,CrHgF6,ABC6
mp-559677,RbCrF5,ABC5
mp-561028,K2Cr2O7,A2B2C7
mp-561093,Rb2Cr2O7,A2B2C7
mp-561252,Na5Cr3F14,A3B5C14
mp-561396,Li3CrF6,AB3C6
mp-562099,Cr2(Se2O5)3,A2B6C15
mp-566131,KCrF3,ABC3
mp-567325,Tl4CrI6,AB4C6
mp-569565,La3(CrN3)2,A2B3C6
mp-573422,CsCr3O8,AB3C8
mp-578604,NaCrO2,ABC2
mp-610787,Gd(CrSi)2,AB2C2
mp-616565,Rb2Cr4O13,A2B4C13
mp-626703,CrHO2,ABC2
mp-631355,SrCrRh2,ABC2
mp-631421,CrGaTe,ABC
mp-637918,Cr3GeN,ABC3
mp-654008,K3Cr11S18,A3B11C18
mp-674310,Cr4Cu3Se8,A3B4C8
mp-675232,CrHO2,ABC2
mp-675423,Sr3Cr2O7,A2B3C7
mp-675580,NbCrO4,ABC4
mp-675980,Cr(PS3)3,AB3C9
mp-676009,Na3Cr11Se20,A3B11C20
mp-676144,Ti(CrS2)2,AB2C4
mp-676500,Cr9In7S24,A7B9C24
mp-677093,Cr(InS2)2,AB2C4
mp-685267,Cr3GaS6,AB3C6
mp-689963,CrPO4,ABC4
mp-690521,K3CrF3,AB3C3
mp-696217,Na2Cr2O7,A2B2C7
mp-704459,Na2Cr2O7,A2B2C7
mp-704959,CrP2O7,AB2C7
mp-705019,Cr(PO3)5,AB5C15
mp-705300,Cr(PO3)5,AB5C15
mp-705409,Cr3(PO4)4,A3B4C16
mp-706518,TlCrO4,ABC4
mp-7214,Sr3CrN4,AB3C4
mp-7295,RbCr5S8,AB5C8
mp-752836,Cr4CuO12,AB4C12
mp-753311,Cr3(OF)2,A2B2C3
mp-753484,CrOF,ABC
mp-753556,Cr(PO4)2,AB2C8
mp-753633,CrIrO4,ABC4
mp-753734,Mn2CrO6,AB2C6
mp-753833,Li2CrS4,AB2C4
mp-753988,VCrO3,ABC3
mp-754036,VCrO3,ABC3
mp-754077,VCr2O4,AB2C4
mp-754205,CrFe2O5,AB2C5
mp-754789,Na2Cr7O14,A2B7C14
mp-754908,NbCrO4,ABC4
mp-754941,EuCrO3,ABC3
mp-754974,CrSbO4,ABC4
mp-755055,ZrCrO3,ABC3
mp-755208,CrFe2O5,AB2C5
mp-755402,V3CrO8,AB3C8
mp-755471,LuCrO3,ABC3
mp-755596,TiCrO4,ABC4
mp-755604,V3CrO10,AB3C10
mp-755606,TiCrO3,ABC3
mp-755611,NaCr2O4,AB2C4
mp-755631,MnCrO4,ABC4
mp-755947,Li3(CrS2)4,A3B4C8
mp-756024,Cr(SbO3)2,AB2C6
mp-756043,Mn3CrO8,AB3C8
mp-756124,TbCrO3,ABC3
mp-756183,CrGaO4,ABC4
mp-756239,Li8CrO6,AB6C8
mp-756332,LiCr2O3,AB2C3
mp-756487,ZrCrO4,ABC4
mp-756569,Li3CrO4,AB3C4
mp-756575,Mn3CrO8,AB3C8
mp-756711,Li4CrO4,AB4C4
mp-756834,HoCrO3,ABC3
mp-757087,Li7Cr5O12,A5B7C12
mp-757440,Cr(SO4)2,AB2C8
mp-758530,Li15Cr2O12,A2B12C15
mp-758582,Li5Cr5O12,A5B5C12
mp-759495,Cr(PO3)3,AB3C9
mp-759857,Cr3(OF)2,A2B2C3
mp-759949,LiCrF4,ABC4
mp-760027,MnCr3O8,AB3C8
mp-760395,Cr2OF2,AB2C2
mp-760942,Na2CrO4,AB2C4
mp-760946,Cr4OF11,AB4C11
mp-764345,CrPO4,ABC4
mp-764423,Li2CrF4,AB2C4
mp-764560,Na5CrO4,AB4C5
mp-767825,Cr22Ni50Mo3,A3B22C50
mp-768304,CrSO4,ABC4
mp-769632,Mn7CrO16,AB7C16
mp-770187,Cr3TeO8,AB3C8
mp-770632,Li3CrO4,AB3C4
mp-770678,Li2Cr2O7,A2B2C7
mp-770684,LiCr2O4,AB2C4
mp-770688,Li4CrO5,AB4C5
mp-770694,Li6Cr2O7,A2B6C7
mp-770728,Li3CrO4,AB3C4
mp-770755,Li3CrO3,AB3C3
mp-770778,VCrO3,ABC3
mp-770862,Li2Cr2O7,A2B2C7
mp-770872,Li2Cr2O7,A2B2C7
mp-770928,Li3CrO4,AB3C4
mp-771133,Mn5Cr3O16,A3B5C16
mp-771316,Cr5Sb3O16,A3B5C16
mp-771648,RbCrO2,ABC2
mp-771713,Cr2(WO4)3,A2B3C12
mp-772272,Li2Cr2O7,A2B2C7
mp-772296,ZnCrO4,ABC4
mp-772426,Li2Cr3O10,A2B3C10
mp-772552,Li6CrO4,AB4C6
mp-772568,Li2Cr4O13,A2B4C13
mp-772581,LiCr6O11,AB6C11
mp-772616,Cr3(FeO6)2,A2B3C12
mp-772659,Li3CrO4,AB3C4
mp-772671,Li5CrO4,AB4C5
mp-772941,LiCr2O4,AB2C4
mp-772951,Mn3CrO8,AB3C8
mp-773050,Li2CrO4,AB2C4
mp-773170,Cr3SbO8,AB3C8
mp-774032,LiCr2O4,AB2C4
mp-775873,Mn13Cr3O32,A3B13C32
mp-776211,Cr3(NiO6)2,A2B3C12
mp-777295,TmCrO3,ABC3
mp-777918,Cr3Sb5O16,A3B5C16
mp-778446,Cr2(PS4)3,A2B3C12
mp-780132,NaCr6O11,AB6C11
mp-781054,Li2Cr4O13,A2B4C13
mp-781082,SrCrO3,ABC3
mp-849547,Li5Cr4O8,A4B5C8
mp-849558,Cr4OF11,AB4C11
mp-849604,Na4CrO3,AB3C4
mp-849774,V16CrO41,AB16C41
mp-850464,Li5Cr4O8,A4B5C8
mp-851094,Ti7Cr12O48,A7B12C48
mp-861656,Ti2CrIr,ABC2
mp-863412,Ta8Cr3O24,A3B8C24
mp-864953,MnV2Cr,ABC2
mp-865484,V2CrRe,ABC2
mp-865490,V2CrFe,ABC2
mp-867732,CrSbO4,ABC4
mp-8832,Tb(CrSi)2,AB2C2
mp-9130,CrSbS3,ABC3
mp-9394,U2Cr3Si,AB2C3
mp-9403,Cr(PO3)3,AB3C9
mp-9630,TlCrS2,ABC2
mp-975531,RbCr5Te8,AB5C8
mp-985289,Nb3CrSe6,AB3C6
mp-9916,NbCrSi,ABC
mvc-10120,Cr2P2O9,A2B2C9
mvc-10602,Cr3P3O13,A3B3C13
mvc-10914,CrP2O7,AB2C7
mvc-11284,Mg(CrS2)4,AB4C8
mvc-12009,MgCr2F12,AB2C12
mvc-12139,Y2Cr3O9,A2B3C9
mvc-12164,Y2Cr3O12,A2B3C12
mvc-12575,ZnCrO2,ABC2
mvc-12592,MgCr2O4,AB2C4
mvc-12602,MgCr2O4,AB2C4
mvc-12635,MgCrO2,ABC2
mvc-12792,ZnCr2F12,AB2C12
mvc-12912,Y2Cr3O12,A2B3C12
mvc-13339,YCr2O4,AB2C4
mvc-14026,Zn2Cr3O8,A2B3C8
mvc-14348,MgCrF4,ABC4
mvc-14524,PrCr2O6,AB2C6
mvc-15234,Y2Cr3O9,A2B3C9
mvc-15235,YCr3O9,AB3C9
mvc-15395,Zn2CrN2,AB2C2
mvc-15532,Zn(CrN)2,AB2C2
mvc-16223,YCr3O6,AB3C6
mvc-16730,Li(CrS2)2,AB2C4
mvc-16755,Li(CrS2)2,AB2C4
mvc-16777,Li(CrS2)2,AB2C4
mvc-2104,ZnCr2O6,AB2C6
mvc-2307,Mg2Cr9O13,A2B9C13
mvc-2412,Zn2Cr9O13,A2B9C13
mvc-2609,MgCrO2,ABC2
mvc-3271,CrPO5,ABC5
mvc-3449,YCrF5,ABC5
mvc-3668,Zn3Cr2O7,A2B3C7
mvc-3734,ZnCrF5,ABC5
mvc-3986,Zn2Cr2O5,A2B2C5
mvc-3987,MgCrO3,ABC3
mvc-4854,MgCrO2,ABC2
mvc-5278,MgCr2O4,AB2C4
mvc-6410,ZnCr2O4,AB2C4
mvc-6523,MgCr2O4,AB2C4
mvc-669,Cr(WO4)2,AB2C8
mvc-782,ZnCr4O6,AB4C6
mvc-7942,Mg2Cr3O8,A2B3C8
mvc-9128,MgCr4O8,AB4C8
mvc-9921,MgCr2O4,AB2C4
mvc-9986,ZnCr2O4,AB2C4
mvc-9993,MgCr2O4,AB2C4
mp-1007924,CrCu2Si,ABC2
mp-1018068,CrFe2Si,ABC2
mp-1018079,CrGaP2,ABC2
mp-1018161,CrNiSb,ABC
mp-1021518,CsCr5S8,AB5C8
mp-10247,U2CrN3,AB2C3
mp-1025151,Cr2NiSe4,AB2C4
mp-1025231,Pr2CrS4,AB2C4
mp-1025232,V2CrSe4,AB2C4
mp-1025380,Cr2FeTe4,AB2C4
mp-1029520,Mg2CrN3,AB2C3
mp-1029705,Na15Cr7N19,A7B15C19
mp-1029850,K15Cr7N19,A7B15C19
mp-1076286,Eu2Cr2O5,A2B2C5
mp-1076696,K2Cr2O5,A2B2C5
mp-1076732,KCrO3,ABC3
mp-1077938,Pr2CrSe4,AB2C4
mp-1078000,Mn(CrS2)2,AB2C4
mp-1078058,Ti(CrS2)2,AB2C4
mp-1084761,Cr2InPd2,AB2C2
mp-1087545,Zn3CrTe4,AB3C4
mp-1093584,CrReW2,ABC2
mp-1093624,CrTc2Ge,ABC2
mp-1093680,MgCrPt2,ABC2
mp-1093725,CrSnRu2,ABC2
mp-1093756,CrSnRh2,ABC2
mp-1093862,CrSi2Tc,ABC2
mp-1093888,Nb2CrTc,ABC2
mp-1093974,CrTcGe2,ABC2
mp-1095185,Y2CrH6,AB2C6
mp-1095759,Mn2CrRu,ABC2
mp-1095835,Cr2ReW,ABC2
mp-1095944,Ta2CrW,ABC2
mp-1095987,CrMoW2,ABC2
mp-1096193,Zr2CrTc,ABC2
mp-1096295,VCr2Mo,ABC2
mp-1096619,TiCr2Re,ABC2
mp-1096635,LiCrIr2,ABC2
mp-1096656,Ta2CrRe,ABC2
mp-1097105,V2CrW,ABC2
mp-1097208,Ta2CrMo,ABC2
mp-1097259,ZnCrRh2,ABC2
mp-1097300,CrGaIr2,ABC2
mp-1097306,Mn2CrSi,ABC2
mp-1097328,Nb2CrMo,ABC2
mp-1097414,Nb2CrRe,ABC2
mp-1097484,Ta2CrTc,ABC2
mp-1097499,NbCr2W,ABC2
mp-1097518,TaCr2Re,ABC2
mp-1097715,La2Cr2O5,A2B2C5
mp-1100804,Zr2Cr2F3,A2B2C3
mp-1101069,CrPSe3,ABC3
mp-1101261,VCr2O6,AB2C6
mp-1101369,Sr2Cr2O7,A2B2C7
mp-1101673,NaCr2O4,AB2C4
mp-1101719,NaCr3O8,AB3C8
mp-1103085,CrSiNi,ABC
mp-1103973,Cr2CuO4,AB2C4
mp-1104382,Cr2GaS4,AB2C4
mp-1104680,Cr2FeO4,AB2C4
mp-1105788,SmCrO3,ABC3
mp-1142841,Cr(Si2O5)2,AB4C10
mp-1176774,LiCr2O4,AB2C4
mp-1178001,Li2CrO2,AB2C2
mp-1178459,Cr12Fe7O48,A7B12C48
mp-1179963,NaCrO2,ABC2
mp-1180782,KCrF3,ABC3
mp-1181106,KCrO2,ABC2
mp-1181711,CrWO4,ABC4
mp-1183695,CrTcO3,ABC3
mp-1183696,CrCuO3,ABC3
mp-1185306,LiCrRh2,ABC2
mp-1186200,Nb2CrRu,ABC2
mp-1186772,Ta2CrRe,ABC2
mp-1187280,Ta3CrSe6,AB3C6
mp-1190043,TlCr3Se5,AB3C5
mp-1192059,CrNF4,ABC4
mp-1197980,CrPb2F7,AB2C7
mp-1199834,Cr4Xe5F44,A4B5C44
mp-1201137,CrPO10,ABC10
mp-1203073,HfCrGa2,ABC2
mp-1204126,Cr3(NO5)2,A2B3C10
mp-1205385,Dy4CrGa12,AB4C12
mp-1206325,RbCrF3,ABC3
mp-1206591,CrSnRu2,ABC2
mp-12080,Dy(CrGe)2,AB2C2
mp-1208207,TiCr2O5,AB2C5
mp-12084,Lu(CrSi)2,AB2C2
mp-1208516,Tb3CrS6,AB3C6
mp-1209755,ThCr2O10,AB2C10
mp-1211950,K2CrF6,AB2C6
mp-1212952,Dy3CrS6,AB3C6
mp-1214385,CrI7N6,AB6C7
mp-1215217,ZrNbCr4,ABC4
mp-1215662,Zr2CrFe3,AB2C3
mp-1215757,Zr2Cr3Fe,AB2C3
mp-1215807,Yb4CrS7,AB4C7
mp-1216013,Yb4CrSe7,AB4C7
mp-1216029,YCrFe11,ABC11
mp-1216378,VCrSi4,ABC4
mp-1216392,VCrO3,ABC3
mp-1216563,V(CrSi3)2,AB2C6
mp-1216576,V2Cr2Fe,AB2C2
mp-1216577,V2CrTe4,AB2C4
mp-1216681,V2(CrSi)3,A2B3C3
mp-1216689,TlCr5Te8,AB5C8
mp-1216753,Tm4CrSe7,AB4C7
mp-1216843,V(CrS2)2,AB2C4
mp-1216865,TiCrN2,ABC2
mp-1216997,V(Cr7S10)2,AB14C20
mp-1217039,V4(CrS2)5,A4B5C10
mp-1217137,Ti2CrTe4,AB2C4
mp-1217179,Ti4CrTe8,AB4C8
mp-1217360,Ti(CrS2)2,AB2C4
mp-1217999,TaCr4Si,ABC4
mp-1218071,Ta3Cr8Si,AB3C8
mp-1219244,Sm2CrFe16,AB2C16
mp-1220065,Rb3(Cr5Se8)4,A3B20C32
mp-1220374,NbVCr,ABC
mp-1220705,Nb2CrMo2,AB2C2
mp-1221638,MnCr3Te4,AB3C4
mp-1221731,Mn3CrP4,AB3C4
mp-1221796,Mn3Cr3O8,A3B3C8
mp-1221834,MnCr3Te4,AB3C4
mp-1221876,Mn3Cr3P2,A2B3C3
mp-1221987,Mn2CrSe3,AB2C3
mp-1222248,Mn5Cr4O12,A4B5C12
mp-1222474,Mn2Cr13S20,A2B13C20
mp-1223898,K(CrS2)2,AB2C4
mp-1226189,CrP2W,ABC2
mp-1226253,CrSiW,ABC
mp-1226263,Cr11NiS16,AB11C16
mp-1226264,Cr4GaS8,AB4C8
mp-1226309,CrCuS4,ABC4
mp-1226328,Cr4Te3S,AB3C4
mp-1226343,CrFe11Si4,AB4C11
mp-1226385,CrFeGe2,ABC2
mp-1226389,Cr(OF)3,AB3C3
mp-1226707,Cr12Fe3S20,A3B12C20
mp-1227222,Cr23Ga26Fe3,A3B23C26
mp-1237565,DyCr2O2,AB2C2
mp-1237566,Rb3CrF6,AB3C6
mp-1237584,Cr(FeTe2)2,AB2C4
mp-1238778,Li(CrS2)2,AB2C4
mp-1238786,Li(CrS2)2,AB2C4
mp-1238798,Na(CrS2)2,AB2C4
mp-1238803,Li(CrS2)2,AB2C4
mp-1238813,Li(CrS2)2,AB2C4
mp-1238839,K(CrS2)2,AB2C4
mp-1238841,Cr2CuS4,AB2C4
mp-1238847,Na(CrS2)2,AB2C4
mp-1238855,K(CrS2)2,AB2C4
mp-1238859,K(CrS2)2,AB2C4
mp-1238867,Cr2CuS4,AB2C4
mp-1238886,Cs(CrS2)2,AB2C4
mp-1238890,Cr2HgS4,AB2C4
mp-1238894,K(CrS2)2,AB2C4
mp-1239181,Rb(CrS2)2,AB2C4
mp-1239184,Cr2HgS4,AB2C4
mp-1239195,Cr2CuS4,AB2C4
mp-1239320,MgCr2O5,AB2C5
mp-1239481,MgCr2O5,AB2C5
mp-1244584,CrSiO5,ABC5
mp-1244656,Cr2CuO7,AB2C7
mp-1244915,Cr(FeO2)3,AB3C6
mp-1244931,Cr3FeO6,AB3C6
mp-1244976,Cr3FeO6,AB3C6
mp-1245016,Cr3FeO6,AB3C6
mp-1245032,Cr7FeO12,AB7C12
mp-1245072,CrFeO3,ABC3
mp-1245144,CrFeO3,ABC3
mp-1245147,CrFeO3,ABC3
mp-1245166,CrFe7O12,AB7C12
mp-1245179,CrFeO3,ABC3
mp-1245204,CrFeO3,ABC3
mp-1245235,Cr7FeO12,AB7C12
mp-1245354,Li7CrN4,AB4C7
mp-1245397,Cr3Si6N11,A3B6C11
mp-1245402,Cr(NiN)3,AB3C3
mp-1245438,V3CrN3,AB3C3
mp-1245457,Cr5(GeN3)2,A2B5C6
mp-1245504,CrFe2N3,AB2C3
mp-1245617,Sr2CrN2,AB2C2
mp-1245664,Zr2CrN3,AB2C3
mp-1245694,Cr2Ni3N4,A2B3C4
mp-1245864,CrFeN2,ABC2
mp-1245955,CrMo2N3,AB2C3
mp-1246113,Cr2Fe3N4,A2B3C4
mp-1246120,Cr(InN)3,AB3C3
mp-1246133,MgCrN2,ABC2
mp-1246154,Cr3Pb3N5,A3B3C5
mp-1246195,Cr5(SiN3)2,A2B5C6
mp-1246373,CrFeN2,ABC2
mp-1246517,CrNi2N3,AB2C3
mp-1246664,Cr(FeN)3,AB3C3
mp-1246751,Cr2Pb3N4,A2B3C4
mp-1246797,Mn2CrN3,AB2C3
mp-1246927,Cr2NiN2,AB2C2
mp-1247130,Ti(CrN)4,AB4C4
mp-1247280,Nb2CrN3,AB2C3
mp-1247333,Sr9(CrN4)2,A2B8C9
mp-1247459,Sr8Cr3N8,A3B8C8
mp-1247473,Li3CrN2,AB2C3
mp-1272324,Ta2CrO6,AB2C6
mp-1274844,LiCr2O3,AB2C3
mp-1282829,Li3Cr5O8,A3B5C8
mp-1283235,Cr2NiO4,AB2C4
mp-1285050,CrReO4,ABC4
mp-1285565,YCrO4,ABC4
mp-1291095,CrReO4,ABC4
mp-1298592,Li2CrO3,AB2C3
mp-1299743,LiCr2O4,AB2C4
mp-13005,LaCrGe3,ABC3
mp-13008,NdCrGe3,ABC3
mp-13009,SmCrGe3,ABC3
mp-1321594,Li3CrO4,AB3C4
mp-15746,Zr2Cr30P19,A2B19C30
mp-15932,SmCrS3,ABC3
mp-17071,Rb2CrO4,AB2C4
mp-18456,LaCrO4,ABC4
mp-18725,YCrO3,ABC3
mp-18726,CrNiO4,ABC4
mp-18779,Na2CrO4,AB2C4
mp-18825,YCrO4,ABC4
mp-18863,PrCrO4,ABC4
mp-18956,SmCrO4,ABC4
mp-19023,YbCrO4,ABC4
mp-19029,RbCr4O8,AB4C8
mp-19063,ErCrO3,ABC3
mp-19076,HoCrO4,ABC4
mp-19202,MgCr2O4,AB2C4
mp-19353,PrCrO3,ABC3
mp-19360,LuCrO4,ABC4
mp-19369,Ti2CrO5,AB2C5
mp-19381,DyCrO3,ABC3
mp-19829,YbCrSb3,ABC3
mp-20029,SrCrO3,ABC3
mp-20133,NbCrN,ABC
mp-20168,Cr2FeO4,AB2C4
mp-20919,Rb3CrF7,AB3C7
mp-21074,Cr2HgO4,AB2C4
mp-21244,Cr3RhN,ABC3
mp-21495,CrFeP,ABC
mp-21591,ZrCrSi2,ABC2
mp-21819,U2Cr30P19,A2B19C30
mp-22244,GdCrO4,ABC4
mp-22373,CrPb2O5,AB2C5
mp-22803,Cr2CuS4,AB2C4
mp-23391,Tl4CrI6,AB4C6
mp-24040,CrHO2,ABC2
mp-25238,Cr(SiO3)2,AB2C6
mp-25452,CrPO4,ABC4
mp-25818,Cr2P3O11,A2B3C11
mp-26112,Cr(PO3)3,AB3C9
mp-26140,CrP2O7,AB2C7
mp-26218,Cr3(P2O7)2,A3B4C14
mp-26306,Cr3(P2O7)2,A3B4C14
mp-26316,Cr2(PO4)3,A2B3C12
mp-26356,Cr(PO3)4,AB4C12
mp-26458,CrP2O7,AB2C7
mp-26494,CrP2O7,AB2C7
mp-26572,CrP2O7,AB2C7
mp-26778,CrP2O7,AB2C7
mp-26854,CrP2O7,AB2C7
mp-26908,Cr(PO3)4,AB4C12
mp-26914,Cr4(PO4)3,A3B4C12
mp-27154,Rb2CrF5,AB2C5
mp-27442,RbCrI3,ABC3
mp-27512,Cr2NiS4,AB2C4
mp-27601,K2Cr3O10,A2B3C10
mp-28019,NbCrSe5,ABC5
mp-28226,MnCr2O4,AB2C4
mp-29645,Nb2Cr4Si5,A2B4C5
mp-30570,CrGaFe2,ABC2
mp-3276,Nb4Cr2Si5,A2B4C5
mp-3332,NaCrSe2,ABC2
mp-36520,CsCrI2,ABC2
mp-3779,CrSiTe3,ABC3
mp-3880,Cr2CuSe4,AB2C4
mp-39010,MgCr2O4,AB2C4
mp-4697,Zn(CrSe2)2,AB2C4
mp-504357,Cr4(PO4)3,A3B4C12
mp-504359,Cr6P7O24,A6B7C24
mp-504406,Cr4P9O32,A4B9C32
mp-504578,MgCrO4,ABC4
mp-504927,CrCuO4,ABC4
mp-505149,CsCr5Se8,AB5C8
mp-505155,UCr5P3,AB3C5
mp-505562,CrCuO2,ABC2
mp-505630,Ta2Cr4Si5,A2B4C5
mp-510625,CrCuO2,ABC2
mp-530588,Dy(CrS2)3,AB3C6
mp-532220,Dy(CrS2)3,AB3C6
mp-540267,CrP2O7,AB2C7
mp-540537,Cr2Te4O11,A2B4C11
mp-540544,U8CrS17,AB8C17
mp-540779,Rb2Cr2O7,A2B2C7
mp-542096,CrPS4,ABC4
mp-542693,K2Cr4O13,A2B4C13
mp-554332,SrCrF6,ABC6
mp-554600,Cr(PO3)3,AB3C9
mp-555156,MnCrF5,ABC5
mp-555345,CrCuS2,ABC2
mp-555506,ZrCrF6,ABC6
mp-555540,Cr(PO3)3,AB3C9
mp-555657,YCrO4,ABC4
mp-556104,La2CrO6,AB2C6
mp-557093,SrCr2O7,AB2C7
mp-557144,Rb2Cr2O7,A2B2C7
mp-557145,CrSbF10,ABC10
mp-557158,CrMoF6,ABC6
mp-557324,Cs2CrF6,AB2C6
mp-558281,SrCrF4,ABC4
mp-558383,Na2CrF4,AB2C4
mp-558418,NaCrF6,ABC6
mp-558700,Cr2(Hg2O3)3,A2B6C9
mp-559386,Rb2Cr5F17,A2B5C17
mp-559772,CrHg3O5,AB3C5
mp-561221,TlCr3O8,AB3C8
mp-568551,Yb(CrSi)2,AB2C2
mp-5693,NaCrS2,ABC2
mp-570399,Nd(CrSi)2,AB2C2
mp-580155,U(Cr3P2)2,AB4C6
mp-580597,CsCrI3,ABC3
mp-602355,Cr3HO8,AB3C8
mp-606313,Cr(OF)2,AB2C2
mp-631277,SrCrW2,ABC2
mp-631452,NbCrW,ABC
mp-631494,SrCrPd2,ABC2
mp-646192,NaCrF6,ABC6
mp-647352,Rb2Cr3O10,A2B3C10
mp-647813,Cs2CrO4,AB2C4
mp-653287,Cr3Pb5F19,A3B5C19
mp-674219,LiCr3O8,AB3C8
mp-675546,Cr4Cu3Te8,A3B4C8
mp-675700,Cr2SbTe,ABC2
mp-676814,Cr4(Ga2Se5)3,A4B6C15
mp-676935,Cr10Sb3Te7,A3B7C10
mp-687212,Cr(PO3)4,AB4C12
mp-690012,CrPO4,ABC4
mp-690241,Zr2Cr2F3,A2B2C3
mp-694897,Cr6PbO18,AB6C18
mp-695952,Cr3(PO4)4,A3B4C16
mp-697815,Cr(PO4)2,AB2C8
mp-704707,Cr2(MoO4)3,A2B3C12
mp-7443,Nb2CrSe4,AB2C4
mp-752529,Li5CrS4,AB4C5
mp-752903,VCrO4,ABC4
mp-753458,TiCr7O12,AB7C12
mp-753745,CrPO4,ABC4
mp-753915,Cr4OF6,AB4C6
mp-753982,Li3CrS4,AB3C4
mp-754067,Cr2OF2,AB2C2
mp-754091,Li2CrO3,AB2C3
mp-754160,ScCrO4,ABC4
mp-754200,Mn4CrO8,AB4C8
mp-754243,Cr4OF11,AB4C11
mp-754276,MnCrO4,ABC4
mp-754350,V5CrO12,AB5C12
mp-754365,Li2Cr2O7,A2B2C7
mp-754470,Li3CrO4,AB3C4
mp-754575,Li17Cr2O12,A2B12C17
mp-755067,Cr4OF11,AB4C11
mp-755102,K6Cr2O9,A2B6C9
mp-755281,VCrO3,ABC3
mp-755284,Cr4OF11,AB4C11
mp-755335,LiCr2O3,AB2C3
mp-755584,CrPtO2,ABC2
mp-755795,Li2CrO3,AB2C3
mp-755906,Mn5Cr2O12,A2B5C12
mp-755908,MnCrO4,ABC4
mp-756083,TiCrO3,ABC3
mp-756147,CrInO3,ABC3
mp-756340,TaCrO4,ABC4
mp-756485,Cr2PO5,AB2C5
mp-756710,Cr3(FeO4)2,A2B3C8
mp-756873,Li2CrO4,AB2C4
mp-756902,Cr4(OF3)3,A3B4C9
mp-756938,Mn3Cr5O16,A3B5C16
mp-757023,VCrO3,ABC3
mp-757245,Cr5(Si2O7)2,A4B5C14
mp-758053,NbCrO4,ABC4
mp-758437,Li2Cr3O6,A2B3C6
mp-758744,Li2Cr3O6,A2B3C6
mp-758873,Cr2O5F2,A2B2C5
mp-758875,CrOF,ABC
mp-759084,Cr(PO3)4,AB4C12
mp-759090,NaCr2O4,AB2C4
mp-759610,Cr4OF11,AB4C11
mp-759654,Cr4OF11,AB4C11
mp-760012,NaCr4O8,AB4C8
mp-760196,CrOF4,ABC4
mp-760228,CrOF4,ABC4
mp-761054,Cr4OF11,AB4C11
mp-761076,Na2CrO4,AB2C4
mp-762454,LiCrO2,ABC2
mp-764409,Li2CrO3,AB2C3
mp-764428,Li12Cr5O16,A5B12C16
mp-765581,Mn2CrO4,AB2C4
mp-766895,Cr8Ni50Mo17,A8B17C50
mp-768634,Li3Cr4O8,A3B4C8
mp-768654,Cr7Ni20Mo3,A3B7C20
mp-768680,CrP2S7,AB2C7
mp-770192,Li2CrO3,AB2C3
mp-770390,Li2Cr4O13,A2B4C13
mp-770628,Li2CrO3,AB2C3
mp-770735,ZnCrO4,ABC4
mp-770855,VCrO3,ABC3
mp-770871,Li6Cr2O7,A2B6C7
mp-770924,Li6Cr2O7,A2B6C7
mp-771074,Li7CrO6,AB6C7
mp-771184,Cr10Fe5O24,A5B10C24
mp-771190,Mn15CrO32,AB15C32
mp-771523,LiCr2O4,AB2C4
mp-771702,VCr2O6,AB2C6
mp-772173,CrPO5,ABC5
mp-772175,CrP4O11,AB4C11
mp-772202,Cr4P2O9,A2B4C9
mp-772318,Li2Cr2O7,A2B2C7
mp-772321,Cr2(WO4)3,A2B3C12
mp-772337,Cr3(CuO6)2,A2B3C12
mp-772434,Li4CrO4,AB4C4
mp-772631,Mn2Cr3O12,A2B3C12
mp-772650,Li2Cr5O12,A2B5C12
mp-772950,Ti2Cr3O12,A2B3C12
mp-773001,Cr(SO4)2,AB2C8
mp-773028,Mn7Cr12O48,A7B12C48
mp-773120,Mn3CrO8,AB3C8
mp-773145,Li2Cr4O13,A2B4C13
mp-773174,LiCr4O12,AB4C12
mp-773181,Cr3WO8,AB3C8
mp-773197,Li2Cr4O13,A2B4C13
mp-774235,LiCr3O4,AB3C4
mp-774614,Cr(PO3)2,AB2C6
mp-775006,Mn2CrO6,AB2C6
mp-775274,K2CrO4,AB2C4
mp-776505,Cr4OF11,AB4C11
mp-776667,Cr3(FeO6)2,A2B3C12
mp-779017,Cr(Si2O5)2,AB4C10
mp-780493,Li8CrO6,AB6C8
mp-780676,Na2Cr4O13,A2B4C13
mp-780700,Na5CrO4,AB4C5
mp-781615,HfCrO4,ABC4
mp-849606,Cr4OF11,AB4C11
mp-849773,CrPO4,ABC4
mp-850914,Li4CrF6,AB4C6
mp-850999,NaCr4O12,AB4C12
mp-851096,Li9Cr19O48,A9B19C48
