mp_id,formula,anonymous_formulas,C3
mp-753856,HfFeO3,ABC3,O3
mp-754342,ScFeO3,ABC3,O3
mp-754915,NaFeO3,ABC3,O3
mp-755099,ZnFeO3,ABC3,O3
mp-768499,FeNiO3,ABC3,O3
mp-1076368,MgFeO3,ABC3,O3
mp-1078871,LaGaO3,ABC3,O3
mp-1097023,KFeO3,ABC3,O3
mp-1184032,GaFeO3,ABC3,O3
mp-1186134,NaFeO3,ABC3,O3
mp-1186220,NbFeO3,ABC3,O3
mp-1207083,FeSnO3,ABC3,O3
mp-1276430,FeNiO3,ABC3,O3
mp-17853,YGaO3,ABC3,O3
mp-19074,TiFeO3,ABC3,O3
mp-22590,LaFeO3,ABC3,O3
mp-505819,TlFeO3,ABC3,O3
mp-605340,LaFeO3,ABC3,O3
mp-754165,ScGaO3,ABC3,O3
mp-768469,TmGaO3,ABC3,O3
mp-769079,ScGaO3,ABC3,O3
mp-769734,ScFeO3,ABC3,O3
mvc-11229,YFeO3,ABC3,O3
mvc-3751,YFeO3,ABC3,O3
mp-1101339,TbGaO3,ABC3,O3
mp-1184206,GaSiO3,ABC3,O3
mp-1184243,GaSnO3,ABC3,O3
mp-1207537,YbGaO3,ABC3,O3
mp-18656,GdGaO3,ABC3,O3
mp-3336,LaGaO3,ABC3,O3
mp-4535,PrGaO3,ABC3,O3
mp-5837,LaGaO3,ABC3,O3
mp-754578,TmGaO3,ABC3,O3
mp-755792,LuGaO3,ABC3,O3
mp-756909,TlGaO3,ABC3,O3
mp-769045,HoGaO3,ABC3,O3
mp-8098,InGaO3,ABC3,O3
mp-9831,LaGaO3,ABC3,O3
mp-1097026,LaGaO3,ABC3,O3
mp-1101269,TmGaO3,ABC3,O3
mp-1176435,MnGaO3,ABC3,O3
mp-1180739,LaGaO3,ABC3,O3
mp-1183980,GaGeO3,ABC3,O3
mp-1183983,GaNiO3,ABC3,O3
mp-1184220,GaTeO3,ABC3,O3
mp-1185488,LuGaO3,ABC3,O3
mp-1186662,PuGaO3,ABC3,O3
mp-1187561,YbGaO3,ABC3,O3
mp-3196,NdGaO3,ABC3,O3
mp-556983,LaGaO3,ABC3,O3
mp-754239,ScGaO3,ABC3,O3
mp-755342,LuGaO3,ABC3,O3
mp-755416,HoGaO3,ABC3,O3
mp-755580,VGaO3,ABC3,O3
mp-768505,LuGaO3,ABC3,O3
mp-971733,ZnGaO3,ABC3,O3
mp-978504,SmGaO3,ABC3,O3
mp-9833,PrGaO3,ABC3,O3
mp-1184484,GdSiO3,ABC3,O3
mp-1184491,GdThO3,ABC3,O3
mp-1184503,GdRhO3,ABC3,O3
mp-1184599,GdZrO3,ABC3,O3
mp-1184987,KGdO3,ABC3,O3
mp-1185401,LiGdO3,ABC3,O3
mp-1187481,TlGaO3,ABC3,O3
mp-1212640,GdInO3,ABC3,O3
mp-1212778,GdInO3,ABC3,O3
mp-4819,MgGeO3,ABC3,O3
mp-505604,GdNiO3,ABC3,O3
mp-510278,GdTiO3,ABC3,O3
mp-541177,GdVO3,ABC3,O3
mp-5690,GdScO3,ABC3,O3
mp-756030,GdTmO3,ABC3,O3
mp-756224,TbGdO3,ABC3,O3
mp-756290,TbGaO3,ABC3,O3
mp-756424,GdLuO3,ABC3,O3
mp-975308,RbGdO3,ABC3,O3
mp-9834,NdGaO3,ABC3,O3
mp-1017447,HgGeO3,ABC3,O3
mp-1020631,ZnGeO3,ABC3,O3
mp-1101394,SnGeO3,ABC3,O3
mp-1106201,MnGeO3,ABC3,O3
mp-1187065,SnGeO3,ABC3,O3
mp-4575,MgGeO3,ABC3,O3
mp-553898,GePbO3,ABC3,O3
mp-554869,SrGeO3,ABC3,O3
mp-755199,VGeO3,ABC3,O3
mp-975347,NdGeO3,ABC3,O3
mp-978926,SmGeO3,ABC3,O3
mp-1016930,ZnGeO3,ABC3,O3
mp-1016999,SrGeO3,ABC3,O3
mp-1017566,GePbO3,ABC3,O3
mp-1184557,GePdO3,ABC3,O3
mp-1185514,LuGeO3,ABC3,O3
mp-1187533,TlGeO3,ABC3,O3
mp-20798,MnGeO3,ABC3,O3
mp-3047,MgGeO3,ABC3,O3
mp-643577,MnGeO3,ABC3,O3
mp-769171,SiGeO3,ABC3,O3
mp-865758,YbGeO3,ABC3,O3
mp-982558,HoGeO3,ABC3,O3
mp-1016827,MgGeO3,ABC3,O3
mp-1184641,GeTeO3,ABC3,O3
mp-1185303,LiGeO3,ABC3,O3
mp-1186133,NaGeO3,ABC3,O3
mp-1186885,RbGeO3,ABC3,O3
mp-1187655,TmGeO3,ABC3,O3
mp-17464,SrGeO3,ABC3,O3
mp-3759,MgGeO3,ABC3,O3
mp-554699,GePbO3,ABC3,O3
mp-555731,SrGeO3,ABC3,O3
mp-556216,HIO3,ABC3,O3
mp-625246,VHO3,ABC3,O3
mp-626182,SbHO3,ABC3,O3
mp-626528,NbHO3,ABC3,O3
mp-627119,VHO3,ABC3,O3
mp-769144,SnGeO3,ABC3,O3
mp-780260,TiGeO3,ABC3,O3
mp-8285,ZnGeO3,ABC3,O3
mp-981132,TbGeO3,ABC3,O3
mp-1178894,VHO3,ABC3,O3
mp-1195796,TeHO3,ABC3,O3
mp-1224772,HNO3,ABC3,O3
mp-23963,HIO3,ABC3,O3
mp-33753,TaHO3,ABC3,O3
mp-33932,NbHO3,ABC3,O3
mp-625258,VHO3,ABC3,O3
mp-625407,VHO3,ABC3,O3
mp-625630,TeHO3,ABC3,O3
mp-625657,TeHO3,ABC3,O3
mp-625856,TeHO3,ABC3,O3
mp-625913,TeHO3,ABC3,O3
mp-626218,SbHO3,ABC3,O3
mp-626536,NbHO3,ABC3,O3
mp-627684,VHO3,ABC3,O3
mp-1016819,HfZnO3,ABC3,O3
mp-1016825,HfMgO3,ABC3,O3
mp-1016841,HfHgO3,ABC3,O3
mp-1184669,HfNpO3,ABC3,O3
mp-1186747,PrHfO3,ABC3,O3
mp-1221516,MoHO3,ABC3,O3
mp-13108,SrHfO3,ABC3,O3
mp-13109,SrHfO3,ABC3,O3
mp-22535,HfPbO3,ABC3,O3
mp-22734,HfPbO3,ABC3,O3
mp-3378,SrHfO3,ABC3,O3
mp-3721,SrHfO3,ABC3,O3
mp-550908,SrHfO3,ABC3,O3
mp-625654,TeHO3,ABC3,O3
mp-627209,VHO3,ABC3,O3
mp-754657,HfMnO3,ABC3,O3
mp-755462,PrHfO3,ABC3,O3
mp-755790,HfPbO3,ABC3,O3
mp-776083,HfSnO3,ABC3,O3
mp-998227,KHfO3,ABC3,O3
mp-1016831,HgIrO3,ABC3,O3
mp-1016837,SnHgO3,ABC3,O3
mp-1016842,TiHgO3,ABC3,O3
mp-1016874,SiHgO3,ABC3,O3
mp-1016877,HgRhO3,ABC3,O3
mp-1016938,VHgO3,ABC3,O3
mp-1178219,HfNiO3,ABC3,O3
mp-1184597,HfThO3,ABC3,O3
mp-1185882,MgHgO3,ABC3,O3
mp-1186320,NpHgO3,ABC3,O3
mp-1186886,RbHgO3,ABC3,O3
mp-1187530,TlHgO3,ABC3,O3
mp-1187745,UHgO3,ABC3,O3
mp-1197269,HgNO3,ABC3,O3
mp-29188,VHgO3,ABC3,O3
mp-4551,SrHfO3,ABC3,O3
mp-4673,SrHfO3,ABC3,O3
mp-542289,HgNO3,ABC3,O3
mp-557224,HgSeO3,ABC3,O3
mp-669414,HfPbO3,ABC3,O3
mp-780387,YbHfO3,ABC3,O3
mp-1016840,HgOsO3,ABC3,O3
mp-1016851,HgRuO3,ABC3,O3
mp-1016871,ZrHgO3,ABC3,O3
mp-10798,HgSeO3,ABC3,O3
mp-1080187,MnHgO3,ABC3,O3
mp-1178178,HoTmO3,ABC3,O3
mp-1184813,HoSiO3,ABC3,O3
mp-1184944,KHoO3,ABC3,O3
mp-1186395,PaHgO3,ABC3,O3
mp-1207180,HoSbO3,ABC3,O3
mp-13554,SnHgO3,ABC3,O3
mp-18974,HoNiO3,ABC3,O3
mp-19024,HoVO3,ABC3,O3
mp-19056,HoMnO3,ABC3,O3
mp-22081,HoMnO3,ABC3,O3
mp-28318,HgTeO3,ABC3,O3
mp-755236,HoTiO3,ABC3,O3
mp-7607,TiHgO3,ABC3,O3
mp-768267,HoInO3,ABC3,O3
mp-768889,YHoO3,ABC3,O3
mp-770413,LaHoO3,ABC3,O3
mp-770472,HoLuO3,ABC3,O3
mp-776984,HoInO3,ABC3,O3
mp-9228,HgSeO3,ABC3,O3
mp-971975,SrHgO3,ABC3,O3
mp-971996,SrHoO3,ABC3,O3
mp-973818,LiHoO3,ABC3,O3
mp-975296,RbHoO3,ABC3,O3
mp-1080052,LiIO3,ABC3,O3
mp-1080058,KIO3,ABC3,O3
mp-1080184,LaIO3,ABC3,O3
mp-1180816,KIO3,ABC3,O3
mp-1181075,INO3,ABC3,O3
mp-1184833,HoRhO3,ABC3,O3
mp-1193069,HoMnO3,ABC3,O3
mp-1200675,KIO3,ABC3,O3
mp-1212108,HoRhO3,ABC3,O3
mp-22955,LiIO3,ABC3,O3
mp-22981,TlIO3,ABC3,O3
mp-22989,NaIO3,ABC3,O3
mp-22994,LiIO3,ABC3,O3
mp-27193,RbIO3,ABC3,O3
mp-31121,HoScO3,ABC3,O3
mp-545343,LiIO3,ABC3,O3
mp-545825,NaIO3,ABC3,O3
mp-546200,TlIO3,ABC3,O3
mp-552729,KIO3,ABC3,O3
mp-555562,LiIO3,ABC3,O3
mp-558843,KIO3,ABC3,O3
mp-754661,INO3,ABC3,O3
mp-755717,SmHoO3,ABC3,O3
mp-755740,TbHoO3,ABC3,O3
mp-756166,LaHoO3,ABC3,O3
mp-973977,HoSnO3,ABC3,O3
mp-1101263,TmInO3,ABC3,O3
mp-1184751,InSiO3,ABC3,O3
mp-1184765,InSbO3,ABC3,O3
mp-1186316,NdInO3,ABC3,O3
mp-1186597,PmInO3,ABC3,O3
mp-1187260,TaInO3,ABC3,O3
mp-1193141,MnInO3,ABC3,O3
mp-1223446,KIO3,ABC3,O3
mp-23384,LiIO3,ABC3,O3
mp-23487,KIO3,ABC3,O3
mp-504607,YInO3,ABC3,O3
mp-559252,NaIO3,ABC3,O3
mp-752437,SmInO3,ABC3,O3
mp-755138,NdInO3,ABC3,O3
mp-769263,TbInO3,ABC3,O3
mp-974734,KInO3,ABC3,O3
mp-1105819,InRhO3,ABC3,O3
mp-11623,LaInO3,ABC3,O3
mp-1184773,InPtO3,ABC3,O3
mp-1184799,InOsO3,ABC3,O3
mp-1185889,MgInO3,ABC3,O3
mp-1186138,NaInO3,ABC3,O3
mp-1186797,PuInO3,ABC3,O3
mp-1187569,YbInO3,ABC3,O3
mp-1193780,MnInO3,ABC3,O3
mp-1203220,InRhO3,ABC3,O3
mp-1212207,InRhO3,ABC3,O3
mp-550807,MnInO3,ABC3,O3
mp-768358,ScInO3,ABC3,O3
mp-972021,SrInO3,ABC3,O3
mp-975299,RbInO3,ABC3,O3
mp-1016826,MgIrO3,ABC3,O3
mp-1016848,SrIrO3,ABC3,O3
mp-1016926,ZnIrO3,ABC3,O3
mp-1079568,NaIrO3,ABC3,O3
mp-1187781,UIrO3,ABC3,O3
mp-1193907,SrIrO3,ABC3,O3
mp-17097,SrIrO3,ABC3,O3
mp-639811,KIrO3,ABC3,O3
mp-972116,VIrO3,ABC3,O3
mp-975284,RbIrO3,ABC3,O3
mp-975596,PuIrO3,ABC3,O3
mp-1040469,KMoO3,ABC3,O3
mp-1076633,KVO3,ABC3,O3
mp-1180658,KTiO3,ABC3,O3
mp-1180714,KSbO3,ABC3,O3
mp-1184945,KYO3,ABC3,O3
mp-1184946,KZnO3,ABC3,O3
mp-1184948,KMnO3,ABC3,O3
mp-1184950,KZrO3,ABC3,O3
mp-1184957,KRbO3,ABC3,O3
mp-1184960,KMgO3,ABC3,O3
mp-1185015,KNpO3,ABC3,O3
mp-1196581,KPO3,ABC3,O3
mp-1199261,KSiO3,ABC3,O3
mp-1206970,KPaO3,ABC3,O3
mp-1223439,KPO3,ABC3,O3
mp-13981,KPO3,ABC3,O3
mp-18815,KVO3,ABC3,O3
mp-3614,KTaO3,ABC3,O3
mp-36903,KNO3,ABC3,O3
mp-5039,KPO3,ABC3,O3
mp-5158,KNO3,ABC3,O3
mp-547792,KSbO3,ABC3,O3
mp-557880,KPO3,ABC3,O3
mp-672644,KNO3,ABC3,O3
mp-675625,KNO3,ABC3,O3
mp-675976,KPO3,ABC3,O3
mp-676851,KNO3,ABC3,O3
mp-6920,KNO3,ABC3,O3
mp-7375,KNbO3,ABC3,O3
mp-760376,KTiO3,ABC3,O3
mp-863708,KPuO3,ABC3,O3
mp-935811,KNbO3,ABC3,O3
mp-9475,KNO3,ABC3,O3
mp-972985,KPdO3,ABC3,O3
mp-973267,KTcO3,ABC3,O3
mp-973958,KRuO3,ABC3,O3
mp-973960,KScO3,ABC3,O3
mp-973968,KNaO3,ABC3,O3
mp-974061,KSiO3,ABC3,O3
mp-974842,KPtO3,ABC3,O3
mp-975134,KRhO3,ABC3,O3
mp-984454,KTlO3,ABC3,O3
mp-1020193,KNO3,ABC3,O3
mp-1040472,KWO3,ABC3,O3
mp-1075921,LaNiO3,ABC3,O3
mp-1096800,LaScO3,ABC3,O3
mp-1180700,LaMnO3,ABC3,O3
mp-1184935,KPbO3,ABC3,O3
mp-1184939,KLiO3,ABC3,O3
mp-1184940,KTeO3,ABC3,O3
mp-1184941,KLuO3,ABC3,O3
mp-1184949,KTmO3,ABC3,O3
mp-1184953,KYbO3,ABC3,O3
mp-1184959,KSrO3,ABC3,O3
mp-1185009,KOsO3,ABC3,O3
mp-1185084,LaPtO3,ABC3,O3
mp-1185357,LiLaO3,ABC3,O3
mp-1198795,KSiO3,ABC3,O3
mp-1273223,LaMnO3,ABC3,O3
mp-1278230,LaMnO3,ABC3,O3
mp-1278693,LaMnO3,ABC3,O3
mp-1281528,LaMnO3,ABC3,O3
mp-1296868,LaMnO3,ABC3,O3
mp-13374,LaTmO3,ABC3,O3
mp-14607,KSbO3,ABC3,O3
mp-16293,KSbO3,ABC3,O3
mp-19025,LaMnO3,ABC3,O3
mp-19157,LaMnO3,ABC3,O3
mp-19168,LaMnO3,ABC3,O3
mp-20472,LaRuO3,ABC3,O3
mp-22220,LaLuO3,ABC3,O3
mp-4126,KUO3,ABC3,O3
mp-4342,KNbO3,ABC3,O3
mp-5163,LaRhO3,ABC3,O3
mp-5246,KNbO3,ABC3,O3
mp-541581,KSO3,ABC3,O3
mp-557985,KPO3,ABC3,O3
mp-558546,KSO3,ABC3,O3
mp-635067,KSbO3,ABC3,O3
mp-645158,LaMnO3,ABC3,O3
mp-695836,KSbO3,ABC3,O3
mp-778450,LaSmO3,ABC3,O3
mp-973471,KReO3,ABC3,O3
mp-981313,KTbO3,ABC3,O3
mp-10429,LaYO3,ABC3,O3
mp-1184964,LaMgO3,ABC3,O3
mp-1184965,LaZnO3,ABC3,O3
mp-1185065,LaZrO3,ABC3,O3
mp-1185122,LaSnO3,ABC3,O3
mp-1205375,LaMnO3,ABC3,O3
mp-1239192,LaTaO3,ABC3,O3
mp-1273891,LaMnO3,ABC3,O3
mp-1280984,LaMnO3,ABC3,O3
mp-1281638,LaMnO3,ABC3,O3
mp-1284950,LaNiO3,ABC3,O3
mp-1298361,LaNiO3,ABC3,O3
mp-1298975,LaMnO3,ABC3,O3
mp-16415,LaPdO3,ABC3,O3
mp-17554,LaMnO3,ABC3,O3
mp-19053,LaVO3,ABC3,O3
mp-19339,LaNiO3,ABC3,O3
mp-19350,LaVO3,ABC3,O3
mp-22013,LaTiO3,ABC3,O3
mp-22530,LaYbO3,ABC3,O3
mp-29257,LaTlO3,ABC3,O3
mp-31116,LaScO3,ABC3,O3
mp-566602,LaMnO3,ABC3,O3
mp-674361,LiNbO3,ABC3,O3
mp-8020,LaTiO3,ABC3,O3
mp-1176521,LiVO3,ABC3,O3
mp-1185263,LiPaO3,ABC3,O3
mp-1185420,LiRuO3,ABC3,O3
mp-1187183,SrLiO3,ABC3,O3
mp-1211104,LiSeO3,ABC3,O3
mp-19373,LiVO3,ABC3,O3
mp-3666,LiTaO3,ABC3,O3
mp-4995,LiSbO3,ABC3,O3
mp-686057,LiNbO3,ABC3,O3
mp-754345,LiTaO3,ABC3,O3
mp-755559,LiNbO3,ABC3,O3
mp-770932,LiSbO3,ABC3,O3
mp-776108,LiNbO3,ABC3,O3
mp-976331,LiLuO3,ABC3,O3
mp-1078358,LiOsO3,ABC3,O3
mp-1078377,LiNbO3,ABC3,O3
mp-1094130,LiNO3,ABC3,O3
mp-1185356,LiMgO3,ABC3,O3
mp-1185417,LiYbO3,ABC3,O3
mp-685413,LiNbO3,ABC3,O3
mp-696822,LiNO3,ABC3,O3
mp-752636,LiSbO3,ABC3,O3
mp-756951,LiSbO3,ABC3,O3
mp-8007,LiUO3,ABC3,O3
mp-8189,LiReO3,ABC3,O3
mp-973136,LiSmO3,ABC3,O3
mp-975990,NaLiO3,ABC3,O3
mp-1078188,LiOsO3,ABC3,O3
mp-1105280,LiTaO3,ABC3,O3
mp-1105326,LiTaO3,ABC3,O3
mp-1185236,LiTmO3,ABC3,O3
mp-1185261,LiNiO3,ABC3,O3
mp-1185388,LiPmO3,ABC3,O3
mp-1185404,LiPrO3,ABC3,O3
mp-1185414,LiSiO3,ABC3,O3
mp-1202801,LiPO3,ABC3,O3
mp-19440,LiVO3,ABC3,O3
mp-29195,LiPO3,ABC3,O3
mp-552588,LiNbO3,ABC3,O3
mp-557189,LiPO3,ABC3,O3
mp-675069,LiNbO3,ABC3,O3
mp-755231,LiTeO3,ABC3,O3
mp-760701,LiNbO3,ABC3,O3
mp-763200,LiVO3,ABC3,O3
mp-8180,LiNO3,ABC3,O3
mp-862870,LiTcO3,ABC3,O3
mp-976283,LiYO3,ABC3,O3
mp-1185387,LiNdO3,ABC3,O3
mp-19327,LuNiO3,ABC3,O3
mp-21125,LuMnO3,ABC3,O3
mp-21872,PrLuO3,ABC3,O3
mp-3731,LiNbO3,ABC3,O3
mp-545712,LiUO3,ABC3,O3
mp-676694,LiNbO3,ABC3,O3
mp-754098,LiVO3,ABC3,O3
mp-754226,YLuO3,ABC3,O3
mp-754231,LuTiO3,ABC3,O3
mp-768293,LuSeO3,ABC3,O3
mp-772180,LuScO3,ABC3,O3
mp-776593,LuScO3,ABC3,O3
mp-973486,LuVO3,ABC3,O3
mp-973681,LuRhO3,ABC3,O3
mp-975291,RbLiO3,ABC3,O3
mp-1016820,MgSnO3,ABC3,O3
mp-1016843,MgOsO3,ABC3,O3
mp-1017000,MgZrO3,ABC3,O3
mp-1020115,MgSiO3,ABC3,O3
mp-1020124,MgSiO3,ABC3,O3
mp-1020125,MgSiO3,ABC3,O3
mp-1020361,MgSiO3,ABC3,O3
mp-1101170,YLuO3,ABC3,O3
mp-1101371,SmLuO3,ABC3,O3
mp-1105866,LuNiO3,ABC3,O3
mp-1176491,MgSnO3,ABC3,O3
mp-1180468,MgSiO3,ABC3,O3
mp-1185490,LuPdO3,ABC3,O3
mp-1185498,LuNpO3,ABC3,O3
mp-1185529,LuReO3,ABC3,O3
mp-1186600,PmMgO3,ABC3,O3
mp-1195746,MgSiO3,ABC3,O3
mp-1196002,MgSiO3,ABC3,O3
mp-1205366,LuRhO3,ABC3,O3
mp-1209937,NdLuO3,ABC3,O3
mp-12271,MgSeO3,ABC3,O3
mp-18808,LuMnO3,ABC3,O3
mp-3547,MgSiO3,ABC3,O3
mp-530986,MgSiO3,ABC3,O3
mp-556940,MgSiO3,ABC3,O3
mp-5924,MgSiO3,ABC3,O3
mp-642209,MgSiO3,ABC3,O3
mp-642210,MgSiO3,ABC3,O3
mp-642228,MgSiO3,ABC3,O3
mp-644879,MgSiO3,ABC3,O3
mp-657336,MgSiO3,ABC3,O3
mp-657338,MgSiO3,ABC3,O3
mp-754145,TbLuO3,ABC3,O3
mp-754597,LuTlO3,ABC3,O3
mp-755583,LuVO3,ABC3,O3
mp-769322,MgSO3,ABC3,O3
mp-772412,MgSiO3,ABC3,O3
mp-973536,LuUO3,ABC3,O3
mp-973655,LuSiO3,ABC3,O3
mvc-15888,MgVO3,ABC3,O3
mvc-3783,MgTiO3,ABC3,O3
mvc-5801,MgWO3,ABC3,O3
mp-1016829,MgRuO3,ABC3,O3
mp-1016830,MgTiO3,ABC3,O3
mp-1016886,MgVO3,ABC3,O3
mp-1016928,MgSiO3,ABC3,O3
mp-1016929,MgRhO3,ABC3,O3
mp-1020117,MgSiO3,ABC3,O3
mp-1020118,MgSiO3,ABC3,O3
mp-1020123,MgSiO3,ABC3,O3
mp-1079330,MgVO3,ABC3,O3
mp-1185612,MgZnO3,ABC3,O3
mp-1185613,MgTlO3,ABC3,O3
mp-1185941,MgReO3,ABC3,O3
mp-1186787,PuMgO3,ABC3,O3
mp-1187182,SrMgO3,ABC3,O3
mp-1187347,TbMgO3,ABC3,O3
mp-27186,MgVO3,ABC3,O3
mp-3470,MgSiO3,ABC3,O3
mp-3771,MgTiO3,ABC3,O3
mp-4321,MgSiO3,ABC3,O3
mp-4391,MgSiO3,ABC3,O3
mp-5026,MgSiO3,ABC3,O3
mp-557803,MgSiO3,ABC3,O3
mp-5834,MgSiO3,ABC3,O3
mp-603907,MgSiO3,ABC3,O3
mp-603930,MgSiO3,ABC3,O3
mp-769348,MgSnO3,ABC3,O3
mp-769397,MgSO3,ABC3,O3
mp-770581,MgMnO3,ABC3,O3
mp-972160,YbMgO3,ABC3,O3
mp-975521,NdMgO3,ABC3,O3
mp-976446,MgMnO3,ABC3,O3
mp-976722,MgPbO3,ABC3,O3
mp-976775,NaMgO3,ABC3,O3
mvc-13644,MgSbO3,ABC3,O3
mp-1017466,SrMnO3,ABC3,O3
mp-1075973,SmMnO3,ABC3,O3
mp-1106224,MnVO3,ABC3,O3
mp-1106337,MnPbO3,ABC3,O3
mp-1176417,MnTeO3,ABC3,O3
mp-1185614,MgUO3,ABC3,O3
mp-1185896,MgMoO3,ABC3,O3
mp-1186884,RbMgO3,ABC3,O3
mp-1193101,SrMnO3,ABC3,O3
mp-1199914,MnSeO3,ABC3,O3
mp-1256030,MgSiO3,ABC3,O3
mp-1311921,MnTlO3,ABC3,O3
mp-19385,YMnO3,ABC3,O3
mp-22055,TbMnO3,ABC3,O3
mp-545348,MgVO3,ABC3,O3
mp-554137,MgSiO3,ABC3,O3
mp-556925,TiMnO3,ABC3,O3
mp-5945,MnSiO3,ABC3,O3
mp-642216,MgSiO3,ABC3,O3
mp-647680,MnSiO3,ABC3,O3
mp-691106,MnSnO3,ABC3,O3
mp-743867,TiMnO3,ABC3,O3
mp-754513,ZrMnO3,ABC3,O3
mp-769347,MgSO3,ABC3,O3
mp-770618,MgMnO3,ABC3,O3
mp-770870,MnTlO3,ABC3,O3
mp-975346,RbMnO3,ABC3,O3
mvc-15602,MgSbO3,ABC3,O3
mvc-15644,MgMoO3,ABC3,O3
mvc-5026,MgWO3,ABC3,O3
mp-1016932,MnZnO3,ABC3,O3
mp-1180172,MnSiO3,ABC3,O3
mp-1189476,NdMnO3,ABC3,O3
mp-1202364,MnSeO3,ABC3,O3
mp-1218206,SrMnO3,ABC3,O3
mp-1310374,MnSiO3,ABC3,O3
mp-17766,MnSiO3,ABC3,O3
mp-18954,ScMnO3,ABC3,O3
mp-19331,MnNiO3,ABC3,O3
mp-20569,MnSnO3,ABC3,O3
mp-20699,YMnO3,ABC3,O3
mp-22518,YbMnO3,ABC3,O3
mp-27818,MnSO3,ABC3,O3
mp-37214,MnPbO3,ABC3,O3
mp-510672,MnPbO3,ABC3,O3
mp-532143,MnSiO3,ABC3,O3
mp-554211,TmMnO3,ABC3,O3
mp-554270,TmMnO3,ABC3,O3
mp-560199,MnSiO3,ABC3,O3
mp-754980,ZrMnO3,ABC3,O3
mp-768374,MnTlO3,ABC3,O3
mp-768432,MnTlO3,ABC3,O3
mp-772528,MnZnO3,ABC3,O3
mvc-10883,YMnO3,ABC3,O3
mp-1105811,ScMnO3,ABC3,O3
mp-1172857,MnSiO3,ABC3,O3
mp-1182197,NdMnO3,ABC3,O3
mp-1187247,SrMoO3,ABC3,O3
mp-1210642,MnTeO3,ABC3,O3
mp-1210723,MnPO3,ABC3,O3
mp-19001,SrMnO3,ABC3,O3
mp-19082,TiMnO3,ABC3,O3
mp-19227,YMnO3,ABC3,O3
mp-19356,YbMnO3,ABC3,O3
mp-19376,TiMnO3,ABC3,O3
mp-20852,NdMnO3,ABC3,O3
mp-22203,SmMnO3,ABC3,O3
mp-22224,MnSeO3,ABC3,O3
mp-22564,PrMnO3,ABC3,O3
mp-559975,SrMnO3,ABC3,O3
mp-560522,MnSO3,ABC3,O3
mp-753819,MnTlO3,ABC3,O3
mp-754318,MnZnO3,ABC3,O3
mvc-15452,YMoO3,ABC3,O3
mvc-4002,ZnMoO3,ABC3,O3
mp-1040471,NaMoO3,ABC3,O3
mp-1186106,MoPbO3,ABC3,O3
mp-1186334,NpMoO3,ABC3,O3
mp-1186997,SiMoO3,ABC3,O3
mp-1187460,ThMoO3,ABC3,O3
mp-1542758,SrMoO3,ABC3,O3
mp-18747,SrMoO3,ABC3,O3
mp-975292,RbMoO3,ABC3,O3
mp-977100,NiMoO3,ABC3,O3
mp-998627,NaMoO3,ABC3,O3
mvc-14154,YMoO3,ABC3,O3
mvc-3769,YMoO3,ABC3,O3
mp-1078716,SrMoO3,ABC3,O3
mp-1178820,VNO3,ABC3,O3
mp-1179877,PNO3,ABC3,O3
mp-1198920,SNO3,ABC3,O3
mp-1220986,NaNO3,ABC3,O3
mp-4531,NaNO3,ABC3,O3
mp-557704,TlNO3,ABC3,O3
mp-5915,TlNO3,ABC3,O3
mp-614951,RbNO3,ABC3,O3
mp-662551,TlNO3,ABC3,O3
mvc-3559,YMoO3,ABC3,O3
mp-1179819,PNO3,ABC3,O3
mp-1197085,PNO3,ABC3,O3
mp-1200596,PNO3,ABC3,O3
mp-13658,RbNO3,ABC3,O3
mp-38220,RbNO3,ABC3,O3
mp-674297,NaNO3,ABC3,O3
mp-752446,RbNO3,ABC3,O3
mp-1040464,NaOsO3,ABC3,O3
mp-1099591,NaVO3,ABC3,O3
mp-1173585,NaNO3,ABC3,O3
mp-1180211,NaZnO3,ABC3,O3
mp-1186154,NaNiO3,ABC3,O3
mp-1186199,NaYbO3,ABC3,O3
mp-1198142,NaNbO3,ABC3,O3
mp-19083,NaVO3,ABC3,O3
mp-20011,NaSbO3,ABC3,O3
mp-22212,NaSbO3,ABC3,O3
mp-3671,NaNbO3,ABC3,O3
mp-3858,NaTaO3,ABC3,O3
mp-4170,NaTaO3,ABC3,O3
mp-4482,NaSbO3,ABC3,O3
mp-4514,NaNbO3,ABC3,O3
mp-4681,NaNbO3,ABC3,O3
mp-4699,NaTaO3,ABC3,O3
mp-4748,NaNbO3,ABC3,O3
mp-5073,RbNO3,ABC3,O3
mp-555665,NaVO3,ABC3,O3
mp-559354,NaNbO3,ABC3,O3
mp-5788,NaUO3,ABC3,O3
mp-648072,NaPO3,ABC3,O3
mp-676280,NaTaO3,ABC3,O3
mp-975274,RbNaO3,ABC3,O3
mp-976923,NaReO3,ABC3,O3
mp-976968,NaPdO3,ABC3,O3
mp-977107,NaRuO3,ABC3,O3
mp-977117,NaTeO3,ABC3,O3
mp-977123,NaTiO3,ABC3,O3
mp-977176,NaTcO3,ABC3,O3
mp-998624,NaOsO3,ABC3,O3
mp-1078295,NaNbO3,ABC3,O3
mp-1101657,NaVO3,ABC3,O3
mp-1105218,NaOsO3,ABC3,O3
mp-1105765,NaNbO3,ABC3,O3
mp-1180453,NaSeO3,ABC3,O3
mp-1186153,NaPbO3,ABC3,O3
mp-1186167,NaSiO3,ABC3,O3
mp-1186198,NaZnO3,ABC3,O3
