mp_id,formula,Piezoelectric_Modulus
mp-755816,Na4MnO4,0.361232532
mp-770865,Mn3SnO8,9.46e-22
mp-775296,TiMnO4,1.134435
mp-775810,Mn3NiO8,7.340000000000001e-21
mp-1219132,Re2MoSe4,0.079296132
mp-19376,TiMnO3,3.810594511
mp-22576,Mn(SbO3)2,0.115338811
mp-26940,MnPO4,0.459551399
mp-26982,MnP2O7,0.334541997
mp-763464,Zr4MnO9,1.910258616
mp-1023941,Te4MoW,0.076286074
mp-1023954,MoWS4,0.069292515
mp-1246430,Zn3MoN4,2.339153767
mp-18938,Tl2MoO4,0.594203493
mp-26600,Mo(PO4)2,0.02227
mp-546989,V2MoO8,1.953223642
mvc-5693,MoWO6,10.9177872
mp-1029262,VZn2N3,1.694972386
mp-1029313,NaRuN,1.693959278
mp-1029387,TaZn2N3,0.689623307
mp-1029565,Na3W2N5,5.934497617
mp-1029845,Na3Mo2N5,2.343640822
mp-10419,Na4ReN3,0.983861976
mp-1102523,Zn2PN3,1.939459875
mp-16995,Sm3Si6N11,1.478314657
mp-38975,PNO,0.326155822
mp-4497,Si2N2O,0.39372
mp-541291,Na3MoN3,0.644115217
mp-570598,SrSi7N10,2.154867313
mp-674948,VMoO5,2.312964171
mp-676400,TlNO2,8.99421934
mp-755047,Ti3N2O3,3.776931112
mp-755132,Zr3N2O3,0.673950006
mp-755205,Zr2N2O,0.472602552
mp-760506,PNO,0.135542028
mp-8973,NaSi2N3,0.403437968
mvc-3669,Zn3Mo2O7,0.479676268
mvc-7386,ZnMo2O7,0.733941165
mp-1014244,ZrZnN2,3.438908847
mp-1016108,TiZnN2,1.071152977
mp-1020712,ZnSiN2,1.844707778
mp-1029312,RbVN2,1.44601
mp-1029334,Zn2SbN3,0.744574953
mp-1029422,NbZn2N3,0.687162714
mp-1029469,ZnSnN2,1.069568032
mp-1029857,Rb3W2N5,0.234565889
mp-10572,NaPN2,1.41069
mp-1101160,Zr3N2O3,0.510720292
mp-12433,NaSnN,0.526540161
mp-1245967,Zn3WN4,2.219801313
mp-16839,Na3WN3,0.473076775
mp-2964,NaNO2,0.16159
mp-36066,PNO,0.588430509
mp-4453,TlNO2,0.335968539
mp-752446,RbNO3,0.185961401
mp-752463,NbNO,4.701
mp-752580,RbNO2,0.042613437
mp-753671,PNO,0.36018
mp-754659,Zr3N2O3,0.961368685
mp-9710,Sr2Si5N8,0.17892
mp-989625,SrWN3,1.710304681
mp-10223,Na2PdS2,0.09963
mp-1029652,Y3Si6N11,1.490566492
mp-1078751,Na2PdSe2,0.106307897
mp-1193265,Na3SbSe3,0.15423
mp-1193673,Na3SbS3,0.20359
mp-13275,NaSrP,0.271613845
mp-14588,Na2PtSe2,0.20969927
mp-27579,Na4P2O7,0.09464
mp-28108,Na4SnTe4,0.72258
mp-28205,Na3ReO5,0.360845841
mp-28261,Na4SnO3,0.531482975
mp-28768,Na4SnSe4,0.100565
mp-28782,Na3PS4,0.36398
mp-30253,Na10SrSn12,0.171888401
mp-36053,SiPN3,0.402389333
mp-4223,Na3PO4,0.45974
mp-4514,NaNbO3,5.784998628
mp-4533,Na2SiO3,0.580739503
mp-4681,NaNbO3,4.50082
mp-5073,RbNO3,0.14537269
mp-554845,Na2Zn2O3,0.02634
mp-563025,Na6PbO5,3.676036093
mp-567278,Sr(Si3N4)2,1.336148712
mp-759876,Na5SbO5,0.127182175
mp-760492,Na4PtO4,0.0
mp-761219,Na8TiO6,0.687002426
mp-761872,Na2Sn2O3,0.08067
mp-761931,Na8SnO6,0.197580005
mp-7664,Na6ZnO4,0.254907853
mp-773663,Na2Ti2O5,0.622226127
mp-8703,Na3SbSe4,0.79604
mp-9007,Na6P4W,0.438010584
mp-985584,Na3PS4,0.92883
mp-989617,YWN3,0.881729427
mp-1024047,Na6ZnSe4,0.441831693
mp-10246,Na2PtS2,0.157325718
mp-1078419,Na3PSe4,0.59992
mp-1173671,Na3PO4,0.952488214
mp-1210002,NaNbS6,0.271324251
mp-27623,Na6PbO4,0.651455246
mp-28987,NaPt2Se3,0.073055007
mp-29529,NaSnP,0.526931054
mp-29628,Na4SnS4,0.1422
mp-37430,Na4S2O5,4.344908593
mp-505297,NbSbRu,1.45031
mp-554383,Na2Si2O5,0.066768077
mp-569571,Nb3Sb2Te5,0.04202
mp-752917,Na3VO4,0.56122
mp-755436,Na3VO4,1.190229971
mp-756638,NbRhO4,1.710265
mp-774833,NaV5O8,3.44e-21
mp-781712,Na2SnO2,0.24367
mp-8076,Na3SbO3,0.042005134
mp-8389,Na6ZnS4,0.460261225
mp-850201,Na2VO3,1.190030791
mp-850957,Na6Ti2O7,1.224745579
mp-1025396,NbTl3Se4,0.19552
mp-1091384,NbTl3S4,0.21719
mp-14482,SrNb6O16,4.833715048
mp-27322,Nb2Te3O11,0.24623
mp-3491,NbSbO4,8.088503481
mp-3870,Sr2Nb2O7,3.090840616
mp-553278,Nd4Se3O4,1.12533
mp-648932,Nb2PS10,0.02008
mp-676300,Sc3NbO7,0.0
mp-7264,Nd(PO3)3,0.12489
mp-753679,NbVO4,4.460237795
mp-756591,Sm3NbO7,0.67002
mp-9808,Rb3NbO8,0.58166
mp-17926,Zr3Ni3Sb4,1.467113225
mp-20797,Yb(NdS2)2,0.62033
mp-22786,ThNiSn,0.707216667
mp-31318,Nd2TeO6,0.34191
mp-4025,TmNiSb,0.276043333
mp-675620,Nd2PbS4,0.51475
mp-8311,Si3NiP4,0.72251
mp-924130,TiNiSn,0.524518243
mp-961675,ScNiP,0.79925
mp-11520,YNiSb,0.402613333
mp-26232,NiP2O7,0.137292965
mp-28918,Sb2WO6,7.067789985
mp-3432,ScNiSb,0.128773333
mp-3716,TbNiSb,0.285343333
mp-769218,Ni(PS3)2,0.141052424
mp-850194,TiNiO3,2.936946955
mp-924129,ZrNiSn,0.007466667
mp-1539101,TeSeO4,1.750741725
mp-17066,Y2TeO6,0.37565
mp-20459,TiPbO3,3.633057217
mp-25301,Ti(SiO3)2,0.0
mp-29047,Tl3VO4,0.99322
mp-30192,Pr4Se3O4,1.07536
mp-30957,Pr(PO3)3,0.12051
mp-32509,V(PO3)4,0.130499481
mp-541462,SrTa4O11,0.336895
mp-555021,TePbO3,0.930725986
mp-5709,Tl3PO4,0.894032508
mp-675821,Y3TaO7,3.099818819
mp-753798,Rb2SnO3,1.586071639
mp-755018,RbTaO3,11.37144704
mp-755685,SmYO3,0.982146453
mp-761341,TiVO4,3.110861415
mp-769931,Tm3TaO7,0.333
mp-773512,Tm2WO6,0.65459
mp-780172,Tm2TeO6,0.36693
mvc-3714,Zn3W2O7,0.362770531
mp-1020797,Y(PO3)3,0.650945436
mp-11321,Y3TaO7,0.340664979
mp-13334,ZnSnO3,1.103298719
mp-20435,V(PO3)3,0.134856344
mp-21489,Rb2PbO3,3.38616186
mp-29104,Ti3Zn2O8,1.6900000000000001e-21
mp-29305,Re2PbO8,0.634409692
mp-510293,Pb3SeO5,1.403551912
mp-510519,Rb2V3O8,0.714987894
mp-5461,Rb3TaO8,0.54342
mp-556489,Ta2SnO6,2.661785951
mp-557773,Sc2TeO6,0.214884347
mp-633099,Sb2Pb2O7,0.551395558
mp-755293,Sr4Sb2O,0.0
mp-756570,Rb4SnO3,0.466311832
mp-768230,SmTaO4,2.047299164
mp-768353,YTmO3,0.586338391
mp-769365,ZnSeO4,1.109213595
mp-30539,Y2WO6,0.62055
mp-674341,Sc3TaO7,0.0
mp-675953,Tl2SeO4,0.0
mp-753401,Sc2TiO5,0.24404
mp-757191,P4WO12,0.136530462
mp-773864,TiSnO4,2.375385
mp-974650,Re2S2O13,0.503773512
mp-1209489,Rb2Pb2O3,0.03844
mp-18778,Zr(WO4)2,0.22949
mp-20337,ZrPbO3,2.707141123
mp-27931,Rb2SnO2,0.16241
mp-28000,P(WO4)2,0.14871
mp-29931,VRe2O9,0.396594661
mp-3519,ZrSO,0.58181
mp-545756,ZnSO4,0.478606667
mp-556100,Si(Sn3O4)2,0.387077177
mp-556295,V2Te2O9,2.147249894
mp-561189,Rb6Si10O23,0.05242136
mp-638424,Sb2S2O9,0.2794
mp-677526,Rb2SeO4,0.309179234
mp-703260,PbWO4,0.874999238
mp-756361,ZrSeO,0.32077
mp-760402,TaRhO4,0.782206555
mp-768176,TmTaO4,1.73994
mp-772232,Tm2P4O13,0.02975
mvc-667,Te(WO4)2,3.132885044
mvc-7701,Zn2Sn3O8,0.227760754
mp-20032,VPbO3,2.74812871
mp-30321,Y2P4O13,0.002451739
mp-3667,P2S2O3,0.033502719
mp-4906,Te2SO7,0.835689729
mp-556163,Zn2SiO4,0.43894
mp-557203,SrZrO3,0.39229
mp-557480,Te2SO7,0.752116611
mp-559961,Tl2SeO4,0.03573
mp-674350,TiPb9O11,0.093661022
mp-755190,TaVO4,0.20018
mp-756156,Rb2ZrO3,0.996091706
mp-768232,Rb3SbO3,0.09352
mp-768907,Sr3TeO6,2.975172456
mp-769953,Tb2Ti2O7,0.126165
mp-774922,Ti3TeO8,0.59058114
mvc-3343,Zn3Sn2O7,1.12301
mp-1018118,TmSbPd,1.24887
mp-1102531,PRhSe,0.08287
mp-1219924,PRhS,0.07951
mp-13923,SnPS3,1.494639398
mp-14983,Si4P4Ru,0.174219678
mp-20199,PPbS3,0.0
mp-20316,PPbSe3,0.0
mp-29157,Si3P2Pt,0.443025928
mp-30311,Zn3(PS4)2,0.079867711
mp-36381,Sn(PS3)2,0.124307233
mp-4175,ZnSnP2,0.085665
mp-4763,ZnSiP2,0.11632
mp-570370,SnPSe3,2.164348072
mp-675511,Sm2PbS4,0.56688
mp-675645,Tb2PbS4,0.656
mp-1103261,SiPtSe,0.990089396
mp-1207448,Zr3Sb4Pt3,1.1017
mp-1218926,SnPtSe,0.31334
mp-16313,TbSbPt,0.339003333
mp-16314,TmSbPt,0.50614
mp-19886,ThSnPt,0.489706667
mp-28520,Rb2SnTe5,0.0
mp-30847,TiSnPt,0.16022
mp-38240,Sr(PrS2)2,0.358865
mp-4964,YSbPt,0.461526667
mp-569779,ScSbPd,0.316913333
mp-7173,ScSbPt,0.27531
mp-961682,TiSnPd,0.050447249
mp-961687,ZrSnPd,0.138182934
mp-961706,TiSiPt,0.677262123
mp-961711,ZrSiPt,0.913542362
mp-961713,ZrSnPt,0.006331151
mp-10623,ThSbRh,0.235966667
mp-1100405,ScTeRh,0.133631526
mp-1100408,TaSnRh,0.434185949
mp-1100415,ZrSbRh,0.105326931
mp-1193319,Rb3SbS3,0.09443
mp-1219458,SbTeRh,0.12117
mp-17912,Rb3SbSe3,0.04754
mp-31454,TaSbRu,1.16173
mp-31455,VSbRu,2.145443333
mp-34508,Sr(SmS2)2,0.438595
mp-5222,ReTeS,0.069246667
mp-1025549,Tl3VSe4,0.23126
mp-10644,TaTl3Se4,0.376493333
mp-30294,Sr2SnS4,0.61852
mp-34292,Tl9SbTe6,2.332911732
mp-35746,Sr(YS2)2,0.647625
mp-4876,Tl3SbSe3,0.00482
mp-5513,Tl3VS4,0.413673333
mp-567318,TlSbSe2,0.0
mp-673682,Tb2YbS4,0.422655
mp-675293,Yb(YS2)2,0.44747
mp-675677,Yb(SmS2)2,0.3398
mp-7562,TaTl3S4,0.397503333
mp-8393,Tl3SbS3,0.478349985
mp-8479,Tl4SiS4,0.694179316
mp-8612,Sb2TeSe2,1.188478788
